Year,Project,Trip No,Adfg No,Vessel Name,Effort No,Station No,G Stat Area,Species,Specimen No,Otolith Number,Sex,Maturity,Length Type Code,Length Millimeters,Weight Kilograms,Age,Age Type,Age Readability Code,Age Readability,Specimen Comment
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,6,95,Female,Mature,01,580,1.9,8,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,7,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,8,,Not observed,Not Observed,01,610,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,9,96,Female,Immature,01,640,2.5,9,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,10,,Not observed,Not Observed,01,550,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,11,,Not observed,Not Observed,01,620,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,12,97,Female,Mature,01,630,2.5,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,13,98,Female,Immature,01,570,2,6,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,14,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,15,,Not observed,Not Observed,01,620,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,16,99,Female,Immature,01,560,1.5,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,17,100,Female,Mature,01,660,3,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,18,101,Female,Mature,01,660,3,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,19,102,Female,Mature,01,740,3.8,10,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,20,103,Male,Mature,01,640,2.7,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,21,104,Female,Immature,01,610,2.1,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,22,,Not observed,Not Observed,01,670,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,23,,Not observed,Not Observed,01,660,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,24,,Not observed,Not Observed,01,550,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,25,,Not observed,Not Observed,01,660,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,26,105,Female,Immature,01,610,2,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,27,106,Male,Mature,01,560,1.7,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,28,107,Male,Immature,01,600,2.3,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,29,108,Male,Mature,01,600,2.4,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,6,54,345603,Sablefish,30,109,Female,Immature,01,580,2.1,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,1,110,Male,Mature,01,620,2.6,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,2,,Not observed,Not Observed,01,670,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,3,,Not observed,Not Observed,01,660,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,4,111,Male,Mature,01,570,1.9,6,,02,Comfortably Sure,"2 HALVES, MAYBE SAME"
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,5,112,Male,Immature,01,580,2,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,6,113,Male,Mature,01,700,3.7,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,7,114,Female,Mature,01,610,2.5,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,8,115,Female,Mature,01,630,2.2,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,9,116,Female,Mature,01,650,2.8,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,10,117,Male,Mature,01,710,3.5,31,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,11,,Not observed,Not Observed,01,1050,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,12,118,Male,Mature,01,590,2,10,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,13,119,Male,Mature,01,590,1.5,10,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,14,120,Male,Mature,01,600,2.1,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,15,121,Male,Mature,01,580,2.5,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,16,122,Male,Immature,01,560,1.7,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,17,123,Female,Mature,01,630,2.4,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,18,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,19,,Not observed,Not Observed,01,590,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,20,124,Male,Mature,01,620,2.2,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,21,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,22,,Not observed,Not Observed,01,590,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,23,,Not observed,Not Observed,01,490,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,24,125,Male,Mature,01,560,1.8,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,25,126,Male,Mature,01,580,1.9,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,26,127,Female,Immature,01,540,1.7,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,27,128,Male,Mature,01,600,2.1,13,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,28,129,Male,Mature,01,630,2.6,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,29,130,Male,Mature,01,590,2,9,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,30,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,31,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,32,,Not observed,Not Observed,01,590,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,33,,Not observed,Not Observed,01,550,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,34,,Not observed,Not Observed,01,630,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,35,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,36,,Not observed,Not Observed,01,610,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,37,,Not observed,Not Observed,01,550,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,38,,Not observed,Not Observed,01,650,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,39,,Not observed,Not Observed,01,510,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,40,,Not observed,Not Observed,01,640,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,41,,Not observed,Not Observed,01,700,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,7,56,345603,Sablefish,42,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,1,131,Male,Mature,01,610,2.7,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,2,,Not observed,Not Observed,01,700,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,3,132,Female,Mature,01,610,2.6,5,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,4,,Not observed,Not Observed,01,610,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,5,133,Male,Mature,01,650,2.6,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,6,134,Female,Mature,01,670,3.2,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,7,,Not observed,Not Observed,01,660,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,8,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,9,135,Female,Mature,01,680,3.2,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,10,,Not observed,Not Observed,01,700,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,11,136,Male,Immature,01,560,1.9,13,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,12,,Not observed,Not Observed,01,660,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,13,137,Male,Mature,01,560,1.9,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,14,,Not observed,Not Observed,01,700,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,15,138,Female,Immature,01,690,3,11,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,16,,Not observed,Not Observed,01,720,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,17,139,Male,Mature,01,590,2,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,18,,Not observed,Not Observed,01,620,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,19,140,Female,Mature,01,710,4.2,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,20,,Not observed,Not Observed,01,650,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,21,141,Female,Mature,01,640,2.8,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,22,,Not observed,Not Observed,01,570,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,23,142,Female,Mature,01,680,3,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,24,,Not observed,Not Observed,01,610,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,25,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,26,143,Female,Mature,01,610,2.4,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,27,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,28,144,Male,Mature,01,620,2.5,9,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,29,,Not observed,Not Observed,01,700,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,30,145,Female,Mature,01,710,3.6,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,8,1,345631,Sablefish,31,146,Female,Mature,01,650,3,8,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,1,147,Male,Immature,01,550,1.7,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,2,,Not observed,Not Observed,01,640,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,3,148,Male,Mature,01,630,2.6,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,4,,Not observed,Not Observed,01,650,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,5,149,Male,Mature,01,580,2,9,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,6,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,7,150,Male,Mature,01,610,2.5,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,8,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,9,151,Male,Mature,01,600,2.4,10,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,10,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,11,152,Male,Mature,01,590,2.1,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,12,,Not observed,Not Observed,01,610,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,13,153,Female,Mature,01,680,3.6,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,14,,Not observed,Not Observed,01,710,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,15,154,Female,Immature,01,610,2.3,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,16,,Not observed,Not Observed,01,660,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,17,155,Female,Mature,01,920,8.5,19,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,18,,Not observed,Not Observed,01,620,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,19,156,Male,Mature,01,530,1.5,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,20,,Not observed,Not Observed,01,640,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,21,157,Male,Immature,01,580,2,7,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,22,,Not observed,Not Observed,01,630,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,23,158,Male,Mature,01,630,2.7,10,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,24,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,25,159,Male,Mature,01,550,2.2,11,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,26,,Not observed,Not Observed,01,640,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,27,160,Male,Mature,01,640,2.8,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,28,,Not observed,Not Observed,01,600,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,29,161,Male,Mature,01,700,3.8,15,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,9,3,345631,Sablefish,30,,Not observed,Not Observed,01,530,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,1,162,Female,Immature,01,490,1,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,2,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,3,,Not observed,Not Observed,01,630,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,4,163,Female,Immature,01,530,1.3,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,5,164,Female,Mature,01,600,2.2,12,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,6,165,Male,Immature,01,540,1.8,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,7,,Not observed,Not Observed,01,530,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,8,,Not observed,Not Observed,01,590,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,9,166,Female,Immature,01,490,1.1,4,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,10,,Not observed,Not Observed,01,510,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,11,167,Female,Immature,01,470,1,3,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,12,,Not observed,Not Observed,01,590,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,13,168,Male,Mature,01,560,2,11,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,14,,Not observed,Not Observed,01,610,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,15,169,Male,Mature,01,550,1.8,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,16,,Not observed,Not Observed,01,590,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,17,170,Male,Immature,01,570,2,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,18,,Not observed,Not Observed,01,610,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,19,171,Male,Immature,01,520,1.6,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,20,,Not observed,Not Observed,01,500,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,21,172,Female,Immature,01,500,1,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,22,173,Female,Immature,01,500,1.2,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,23,,Not observed,Not Observed,01,560,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,24,,Not observed,Not Observed,01,570,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,25,174,Female,Mature,01,570,2,6,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,26,,Not observed,Not Observed,01,610,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,27,175,Female,Mature,01,670,3,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,28,,Not observed,Not Observed,01,570,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,29,176,Male,Immature,01,580,2.3,10,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,30,177,Male,Immature,01,540,1.3,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,31,178,Female,Mature,01,580,2.1,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,10,5,345631,Sablefish,32,,Not observed,Not Observed,01,540,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,1,179,Female,Immature,01,590,2.2,7,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,2,,Not observed,Not Observed,01,500,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,3,180,Female,Immature,01,490,1.1,6,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,4,,Not observed,Not Observed,01,490,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,5,181,Female,Immature,01,460,1.1,4,,01,Very Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,6,,Not observed,Not Observed,01,500,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,7,182,Male,Mature,01,570,1.9,9,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,8,,Not observed,Not Observed,01,510,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,9,183,Female,Immature,01,510,1.3,3,,02,Comfortably Sure,TAGGED 116284
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,10,,Not observed,Not Observed,01,640,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,11,184,Male,Immature,01,560,1.9,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,12,,Not observed,Not Observed,01,940,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,13,185,Female,Immature,01,560,2,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,14,,Not observed,Not Observed,01,520,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,15,186,Female,Immature,01,550,1.8,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,16,187,Female,Immature,01,510,1.2,5,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,17,,Not observed,Not Observed,01,470,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,18,188,Male,Immature,01,540,1.7,6,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,19,,Not observed,Not Observed,01,530,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,20,,Not observed,Not Observed,01,520,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,21,189,Female,Immature,01,550,1.9,8,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,22,,Not observed,Not Observed,01,540,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,23,190,Male,Immature,01,560,1.7,8,,03,Fairly Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,24,,Not observed,Not Observed,01,520,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,25,191,Male,Immature,01,500,1.2,7,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,26,,Not observed,Not Observed,01,580,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,27,192,Male,Immature,01,460,0.9,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,28,193,Male,Immature,01,500,1.3,4,,02,Comfortably Sure,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,29,,Not observed,Not Observed,01,540,,,,,,
2023,Chatham Sablefish LL Survey,1,66376,Tammy Lin,11,4,345631,Sablefish,30,,Not observed,Not Observed,01,500,,,,,,
