Year,Project,Trip Number,ADFG Number,Vessel Name,Trip Comments,Effort Number,Groundfish Stat Area,Station Number,Start Latitude Decimal Degrees,Start Longitude Decimal Degrees,End Latitude Decimal Degrees,End Longitude Decimal Degrees,Time Second Anchor Overboard,Time First Anchor Onboard,Time Second Anchor Onboard,Soak Time,Haul Back Order,Number of Pots Set,Number of Pots Retrieved,Pot Type,Start Depth Fathoms,End Depth Fathoms,Average Depth Fathoms,Substrate Type,Effort Comments,Subset Number in Order Set,Subset Number in Order Hauled,Depth Fathoms,Pot Type,Pot Lost or Compromised,Subset Comments,Specimen Number,Species Code,Species,Length Type Code,Length Type,Length Millimeters,Weight Kilograms,Maturity,Maturity Code,Sex,Sex Code,Otolith Number,Otolith Condition Code,Otolith Condition,Age,Age Readability,Age Readability Code,Age Type,Age Type Code,Discard Status Code,Discard Status,Specimen Comments
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,78,710,Sablefish,1,Tip of snout to fork of tail,520,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,79,710,Sablefish,1,Tip of snout to fork of tail,570,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,314,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,315,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,316,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,317,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,318,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,319,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,320,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,321,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,322,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,323,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,324,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",15,16,374,Sm. Slinky,N,,325,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,70,710,Sablefish,1,Tip of snout to fork of tail,530,1.5,Immature,1,Female,2,15,1,Both Otos Found,6,Comfortably Sure,2,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,71,710,Sablefish,1,Tip of snout to fork of tail,630,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,72,710,Sablefish,1,Tip of snout to fork of tail,580,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,73,710,Sablefish,1,Tip of snout to fork of tail,590,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,74,710,Sablefish,1,Tip of snout to fork of tail,620,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,304,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,305,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,306,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,307,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,308,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,309,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,310,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,311,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,312,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",16,15,375,Lg. Slinky,N,,313,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,65,710,Sablefish,1,Tip of snout to fork of tail,670,3.3,Mature,7,Female,2,14,1,Both Otos Found,14,Comfortably Sure,2,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,66,710,Sablefish,1,Tip of snout to fork of tail,540,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,67,710,Sablefish,1,Tip of snout to fork of tail,580,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,68,710,Sablefish,1,Tip of snout to fork of tail,620,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,69,710,Sablefish,1,Tip of snout to fork of tail,680,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,295,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,296,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,297,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,298,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,299,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,300,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,301,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,302,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",17,14,378,Sm. Slinky,N,,303,710,Sablefish,0,Length not taken,,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",18,13,376,Lg. Slinky,N,,60,710,Sablefish,1,Tip of snout to fork of tail,560,1.6,Immature,1,Male,1,13,1,Both Otos Found,6,Comfortably Sure,2,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",18,13,376,Lg. Slinky,N,,61,710,Sablefish,1,Tip of snout to fork of tail,530,,,,,,,,,,,,,,1,Retained,
2023,Chatham Sablefish Pot Survey,1,37833,ILONA B,Crew Rhea Ehresmann and Kalli Brettrager. Pot and longline comparison study in NSEI waters.,1,345631,13,56.850667,-134.654833,56.834167,-134.651167,7/24/2023 6:45,7/24/2023 14:44,7/24/2023 16:22,7:59,Opposite,30,29,Multiple,367,380,374,Mud/Hard,"One large pot lost while setting due to not being clipped on correctly -- this was pot 11 while setting/pot 20 while hauling. Weather: 2-3' seas, winds SW 15-25.",18,13,376,Lg. Slinky,N,,62,710,Sablefish,1,Tip of snout to fork of tail,540,,,,,,,,,,,,,,1,Retained,
