Year,Project,Trip Number,ADFG Number,Vessel Name,Trip Comments,Effort Number,Groundfish Stat Area,Station Number,Start Latitude Decimal Degrees,Start Longitude Decimal Degrees,End Latitude Decimal Degrees,End Longitude Decimal Degrees,Time Second Anchor Overboard,Time First Anchor Onboard,Time Second Anchor Onboard,Soak Time,Haul Back Order,Number of Pots Set,Number of Pots Retrieved,Pot Type,Start Depth Fathoms,End Depth Fathoms,Average Depth Fathoms,Substrate Type,Effort Comments,Pot Number in Order Set,Pot Number in Order Hauled,Depth Fathoms,Pot Type,Pot Lost or Compromised,Subset Comments,Specimen Number,Tag Batch Number,Tag Number,Species Code,Species,Length Type Code,Length Millimeters,Release Condition Code,Release Condition,Discard Status Code,Discard Status,Specimen Comments
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,5,36,255,Sm. Slinky,N,,1235,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,5,36,255,Sm. Slinky,N,,1236,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,5,36,255,Sm. Slinky,N,,1237,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1177,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1178,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1179,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1180,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1181,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1182,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1183,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1184,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1185,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1186,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1187,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1188,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1189,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1190,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1191,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1192,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1193,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1194,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1195,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1196,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1197,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1198,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1199,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1200,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1201,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1202,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1203,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1204,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1205,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1206,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1207,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1208,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1209,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1210,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1211,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1212,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1213,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1214,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1215,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1216,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1217,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1218,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1219,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1220,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1221,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1222,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,6,35,255,Lg. Slinky,N,,1223,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,7,34,255,Sm. Slinky,N,,1153,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
2023,Clarence Sablefish Pot Survey,1,36135,LEA,Crew: Rhea Ehresmann and CL Roberts. Side-by-side pot vs longline comparison study.,2,315502,109,55.109733,-131.827333,55.092183,-131.798317,5/23/2023 7:25,5/23/2023 19:48,5/24/2023 0:05,12:23,Opposite,40,40,Multiple,255,252,254,Mud/Soft,2 large pots were set consecutively (pots 12 and 13). Bycatch not split out by pot for this set.,7,34,255,Sm. Slinky,N,,1154,,,710,Sablefish,0,,1,Presumed healthy,17,"Discarded, numbers were estimated",
