Year,Project Code,Project,Trip Number,Vessel Name,Gear Code,Gear,Target Species Code,Target Species,Effort Number,Haul Back Order,Time Second Anchor Overboard,Time First Anchor Onboard,Time Second Anchor Onboard,Soak Time,Average Depth Fathoms,Substrate Type,Groundfish Stat Area,Pot Type,Subset Number,Depth Fathoms,Pot Type,Specimen Number,Tag Batch Number,Tag Number,Sample Type Code,Species Code,Species,Length Type,Length Millimeters,Release Condition Code,Release Condition,Discard Status Code,Discard Status,Tag Event,Specimen Comments
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,29,30,111245,1,710,Sablefish,Tip of snout to fork of tail,480,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,30,30,111246,1,710,Sablefish,Tip of snout to fork of tail,560,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,31,30,111247,1,710,Sablefish,Tip of snout to fork of tail,480,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,32,30,111248,1,710,Sablefish,Tip of snout to fork of tail,570,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,33,30,111249,1,710,Sablefish,Tip of snout to fork of tail,540,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,34,30,111250,1,710,Sablefish,Tip of snout to fork of tail,550,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,35,30,111251,1,710,Sablefish,Tip of snout to fork of tail,580,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,36,30,111252,1,710,Sablefish,Tip of snout to fork of tail,490,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,37,30,111253,1,710,Sablefish,Tip of snout to fork of tail,540,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,38,30,111254,1,710,Sablefish,Tip of snout to fork of tail,590,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,39,30,111255,1,710,Sablefish,Tip of snout to fork of tail,540,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,40,30,111256,1,710,Sablefish,Tip of snout to fork of tail,470,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,41,30,111257,1,710,Sablefish,Tip of snout to fork of tail,540,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,42,30,111258,1,710,Sablefish,Tip of snout to fork of tail,520,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,43,30,111259,1,710,Sablefish,Tip of snout to fork of tail,470,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,44,30,111260,1,710,Sablefish,Tip of snout to fork of tail,480,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,470,,,1,710,Sablefish,Tip of snout to fork of tail,520,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",2,"Discarded, not marketable",,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,473,,,1,710,Sablefish,Tip of snout to fork of tail,540,1,Presumed healthy,4,Lost,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,1,304,Slinky,474,,,1,710,Sablefish,Length not taken,,1,Presumed healthy,4,Lost,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,2,305,Cone,45,30,111261,1,710,Sablefish,Tip of snout to fork of tail,590,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,2,305,Cone,46,30,111262,1,710,Sablefish,Tip of snout to fork of tail,710,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,2,305,Cone,47,30,111263,1,710,Sablefish,Tip of snout to fork of tail,580,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,2,305,Cone,48,30,111264,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,2,305,Cone,49,30,111265,1,710,Sablefish,Tip of snout to fork of tail,570,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,2,305,Cone,50,30,111266,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,2,305,Cone,471,,,1,710,Sablefish,Tip of snout to fork of tail,570,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",2,"Discarded, not marketable",,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,51,30,111267,1,710,Sablefish,Tip of snout to fork of tail,550,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,52,30,111268,1,710,Sablefish,Tip of snout to fork of tail,580,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,53,30,111269,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,54,30,111270,1,710,Sablefish,Tip of snout to fork of tail,560,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,55,30,111271,1,710,Sablefish,Tip of snout to fork of tail,660,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,56,30,111272,1,710,Sablefish,Tip of snout to fork of tail,580,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,57,30,111273,1,710,Sablefish,Tip of snout to fork of tail,540,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,58,30,111274,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,59,30,111275,1,710,Sablefish,Tip of snout to fork of tail,630,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,60,30,111276,1,710,Sablefish,Tip of snout to fork of tail,630,4,Old injury,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,61,30,111277,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,62,30,111278,1,710,Sablefish,Tip of snout to fork of tail,560,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,63,30,111279,1,710,Sablefish,Tip of snout to fork of tail,680,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,64,30,111280,1,710,Sablefish,Tip of snout to fork of tail,560,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,65,30,111281,1,710,Sablefish,Tip of snout to fork of tail,620,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,66,30,111282,1,710,Sablefish,Tip of snout to fork of tail,580,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,67,30,111283,1,710,Sablefish,Tip of snout to fork of tail,560,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,68,30,111284,1,710,Sablefish,Tip of snout to fork of tail,630,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,69,30,111285,1,710,Sablefish,Tip of snout to fork of tail,570,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,70,30,111286,1,710,Sablefish,Tip of snout to fork of tail,530,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,71,30,111287,1,710,Sablefish,Tip of snout to fork of tail,520,4,Old injury,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,72,30,111288,1,710,Sablefish,Tip of snout to fork of tail,620,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,73,30,111289,1,710,Sablefish,Tip of snout to fork of tail,510,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,74,30,111290,1,710,Sablefish,Tip of snout to fork of tail,550,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,3,307,Slinky,75,30,111291,1,710,Sablefish,Tip of snout to fork of tail,500,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,4,309,Cone,76,30,111292,1,710,Sablefish,Tip of snout to fork of tail,590,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,4,309,Cone,77,30,111293,1,710,Sablefish,Tip of snout to fork of tail,650,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,4,309,Cone,78,30,111294,1,710,Sablefish,Tip of snout to fork of tail,660,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,4,309,Cone,79,30,111295,1,710,Sablefish,Tip of snout to fork of tail,710,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,4,309,Cone,80,30,111296,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,4,309,Cone,81,30,111297,1,710,Sablefish,Tip of snout to fork of tail,590,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,4,309,Cone,82,30,111298,1,710,Sablefish,Tip of snout to fork of tail,550,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,4,309,Cone,83,30,111299,1,710,Sablefish,Tip of snout to fork of tail,530,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,4,309,Cone,84,30,111300,1,710,Sablefish,Tip of snout to fork of tail,490,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,5,312,Slinky,85,30,111301,1,710,Sablefish,Tip of snout to fork of tail,540,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,5,312,Slinky,86,30,111302,1,710,Sablefish,Tip of snout to fork of tail,540,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,5,312,Slinky,87,30,111303,1,710,Sablefish,Tip of snout to fork of tail,700,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,5,312,Slinky,88,30,111304,1,710,Sablefish,Tip of snout to fork of tail,570,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,5,312,Slinky,89,30,111305,1,710,Sablefish,Tip of snout to fork of tail,520,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,5,312,Slinky,90,30,111306,1,710,Sablefish,Tip of snout to fork of tail,540,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,5,312,Slinky,91,30,111307,1,710,Sablefish,Tip of snout to fork of tail,630,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,5,312,Slinky,92,30,111308,1,710,Sablefish,Tip of snout to fork of tail,550,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,5,312,Slinky,93,30,111309,1,710,Sablefish,Tip of snout to fork of tail,530,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,5,312,Slinky,475,,,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,9,Released; already tagged by ADFG,,T-103731
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,94,30,111310,1,710,Sablefish,Tip of snout to fork of tail,560,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,95,30,111311,1,710,Sablefish,Tip of snout to fork of tail,530,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,96,30,111312,1,710,Sablefish,Tip of snout to fork of tail,600,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,97,30,111313,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,98,30,111314,1,710,Sablefish,Tip of snout to fork of tail,630,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,99,30,111315,1,710,Sablefish,Tip of snout to fork of tail,630,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,100,30,111316,1,710,Sablefish,Tip of snout to fork of tail,550,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,101,30,111317,1,710,Sablefish,Tip of snout to fork of tail,570,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,102,30,111318,1,710,Sablefish,Tip of snout to fork of tail,590,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,103,30,111319,1,710,Sablefish,Tip of snout to fork of tail,560,8,"Lacks vigor, shows ill effects from capture and handling (NMFS 3)",5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,104,30,111320,1,710,Sablefish,Tip of snout to fork of tail,570,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,105,30,111321,1,710,Sablefish,Tip of snout to fork of tail,610,1,Presumed healthy,5,Tagged and released,,
2022,611,Chatham Sablefish Pot Survey,1,MEDEIA,91,Pot,710,Sablefish,5,Same,5/5/2022 17:08,5/6/2022 8:41,5/6/2022 10:29,15:33,320,Mud,345701,Multiple,6,312,Cone,106,30,111322,1,710,Sablefish,Tip of snout to fork of tail,650,1,Presumed healthy,5,Tagged and released,,
