year,Source,Sex,age,n,proportion,Age
2011,LL survey,Female,6,23,0.06301,6
2012,LL survey,Female,6,37,0.09136,6
2013,LL survey,Female,6,28,0.1098,6
2014,LL survey,Female,6,16,0.05614,6
2015,LL survey,Female,6,15,0.05172,6
2016,LL survey,Female,6,19,0.06032,6
2017,LL survey,Female,6,25,0.07205,6
2018,LL survey,Female,6,47,0.13545,6
2019,LL survey,Female,6,31,0.11524,6
2020,LL survey,Female,6,73,0.19467,6
2021,LL survey,Female,6,108,0.29268,6
2022,LL survey,Female,6,81,0.23894,6
1997,LL survey,Female,6,12,0.04743,6
1998,LL survey,Female,6,10,0.05102,6
1999,LL survey,Female,6,18,0.13953,6
2000,LL survey,Female,6,15,0.07282,6
2001,LL survey,Female,6,15,0.08287,6
2022,Pot fishery,Female,6,59,0.2278,6
2002,LL fishery,Male,6,62,0.06145,6
2003,LL fishery,Male,6,72,0.09524,6
2004,LL fishery,Male,6,89,0.11851,6
2005,LL fishery,Male,6,31,0.06175,6
2006,LL fishery,Male,6,38,0.06291,6
2007,LL fishery,Male,6,28,0.0549,6
2008,LL fishery,Male,6,14,0.02708,6
2009,LL fishery,Male,6,8,0.01556,6
2010,LL fishery,Male,6,17,0.03102,6
2011,LL fishery,Male,6,12,0.02194,6
2012,LL fishery,Male,6,22,0.03667,6
2013,LL fishery,Male,6,21,0.03221,6
2014,LL fishery,Male,6,13,0.02317,6
2015,LL fishery,Male,6,5,0.01111,6
2016,LL fishery,Male,6,29,0.058,6
2017,LL fishery,Male,6,15,0.02542,6
2018,LL fishery,Male,6,22,0.04374,6
2019,LL fishery,Male,6,9,0.01829,6
2020,LL fishery,Male,6,32,0.06262,6
2021,LL fishery,Male,6,31,0.12971,6
2022,LL fishery,Male,6,42,0.13249,6
2002,LL survey,Male,6,41,0.11919,6
2003,LL survey,Male,6,20,0.05076,6
2004,LL survey,Male,6,17,0.04971,6
2005,LL survey,Male,6,16,0.04372,6
2006,LL survey,Male,6,6,0.01899,6
2007,LL survey,Male,6,32,0.09726,6
2008,LL survey,Male,6,18,0.06667,6
2009,LL survey,Male,6,13,0.05138,6
2010,LL survey,Male,6,13,0.04561,6
2011,LL survey,Male,6,10,0.03215,6
2012,LL survey,Male,6,22,0.06897,6
2013,LL survey,Male,6,24,0.08571,6
2014,LL survey,Male,6,19,0.06909,6
2015,LL survey,Male,6,15,0.07463,6
2016,LL survey,Male,6,14,0.05907,6
2017,LL survey,Male,6,10,0.04,6
2018,LL survey,Male,6,17,0.07907,6
2019,LL survey,Male,6,24,0.12121,6
2020,LL survey,Male,6,28,0.11715,6
2021,LL survey,Male,6,65,0.23723,6
2022,LL survey,Male,6,75,0.2443,6
1997,LL survey,Male,6,6,0.0223,6
1998,LL survey,Male,6,6,0.03922,6
1999,LL survey,Male,6,11,0.07639,6
2000,LL survey,Male,6,23,0.13218,6
2001,LL survey,Male,6,22,0.08429,6
2022,Pot fishery,Male,6,15,0.19231,6
2002,LL fishery,Sex combined,6,150,0.06676,6
2003,LL fishery,Sex combined,6,172,0.09701,6
2004,LL fishery,Sex combined,6,271,0.11975,6
2005,LL fishery,Sex combined,6,116,0.06644,6
2006,LL fishery,Sex combined,6,101,0.06041,6
2007,LL fishery,Sex combined,6,73,0.04889,6
2008,LL fishery,Sex combined,6,44,0.02874,6
2009,LL fishery,Sex combined,6,32,0.02053,6
2010,LL fishery,Sex combined,6,42,0.0275,6
2011,LL fishery,Sex combined,6,38,0.02594,6
2012,LL fishery,Sex combined,6,59,0.03874,6
2013,LL fishery,Sex combined,6,58,0.04434,6
2014,LL fishery,Sex combined,6,55,0.04111,6
2015,LL fishery,Sex combined,6,32,0.0266,6
2016,LL fishery,Sex combined,6,69,0.04883,6
2017,LL fishery,Sex combined,6,48,0.0338,6
2018,LL fishery,Sex combined,6,63,0.04798,6
2019,LL fishery,Sex combined,6,79,0.06091,6
2020,LL fishery,Sex combined,6,138,0.10656,6
2021,LL fishery,Sex combined,6,119,0.16147,6
2022,LL fishery,Sex combined,6,180,0.15859,6
2002,LL survey,Sex combined,6,69,0.10815,6
2003,LL survey,Sex combined,6,33,0.04231,6
2004,LL survey,Sex combined,6,43,0.05834,6
2005,LL survey,Sex combined,6,50,0.0576,6
2006,LL survey,Sex combined,6,11,0.01503,6
2007,LL survey,Sex combined,6,64,0.08684,6
2008,LL survey,Sex combined,6,32,0.05281,6
2009,LL survey,Sex combined,6,31,0.05016,6
2010,LL survey,Sex combined,6,21,0.03471,6
2011,LL survey,Sex combined,6,33,0.04882,6
2012,LL survey,Sex combined,6,59,0.08149,6
2013,LL survey,Sex combined,6,52,0.0972,6
2014,LL survey,Sex combined,6,35,0.0625,6
2015,LL survey,Sex combined,6,30,0.0611,6
2016,LL survey,Sex combined,6,33,0.05978,6
2017,LL survey,Sex combined,6,35,0.05863,6
2018,LL survey,Sex combined,6,64,0.11388,6
2019,LL survey,Sex combined,6,55,0.11777,6
2020,LL survey,Sex combined,6,101,0.1645,6
2021,LL survey,Sex combined,6,173,0.26905,6
2022,LL survey,Sex combined,6,156,0.24149,6
1997,LL survey,Sex combined,6,18,0.03448,6
1998,LL survey,Sex combined,6,16,0.04585,6
1999,LL survey,Sex combined,6,29,0.10623,6
2000,LL survey,Sex combined,6,38,0.1,6
2001,LL survey,Sex combined,6,37,0.08371,6
2022,Pot fishery,Sex combined,6,74,0.21958,6
2002,LL fishery,Female,7,119,0.09612,7
2003,LL fishery,Female,7,164,0.16126,7
2004,LL fishery,Female,7,174,0.11508,7
2005,LL fishery,Female,7,145,0.11656,7
2006,LL fishery,Female,7,92,0.08614,7
2007,LL fishery,Female,7,74,0.07528,7
2008,LL fishery,Female,7,65,0.0641,7
2009,LL fishery,Female,7,31,0.02967,7
2010,LL fishery,Female,7,35,0.03575,7
2011,LL fishery,Female,7,28,0.0305,7
2012,LL fishery,Female,7,37,0.04009,7
2013,LL fishery,Female,7,35,0.05335,7
2014,LL fishery,Female,7,48,0.06178,7
2015,LL fishery,Female,7,51,0.06773,7
2016,LL fishery,Female,7,56,0.06134,7
2017,LL fishery,Female,7,23,0.02771,7
2018,LL fishery,Female,7,32,0.03951,7
2019,LL fishery,Female,7,41,0.05093,7
2020,LL fishery,Female,7,82,0.10459,7
2021,LL fishery,Female,7,72,0.14458,7
2022,LL fishery,Female,7,140,0.17115,7
2002,LL survey,Female,7,41,0.13946,7
2003,LL survey,Female,7,43,0.1114,7
2004,LL survey,Female,7,40,0.10127,7
2005,LL survey,Female,7,65,0.12948,7
2006,LL survey,Female,7,47,0.11298,7
2007,LL survey,Female,7,35,0.08578,7
2008,LL survey,Female,7,21,0.0625,7
2009,LL survey,Female,7,27,0.07397,7
2010,LL survey,Female,7,10,0.03125,7
2011,LL survey,Female,7,25,0.06849,7
2012,LL survey,Female,7,27,0.06667,7
2013,LL survey,Female,7,26,0.10196,7
2014,LL survey,Female,7,32,0.11228,7
2015,LL survey,Female,7,25,0.08621,7
2016,LL survey,Female,7,24,0.07619,7
2017,LL survey,Female,7,18,0.05187,7
2018,LL survey,Female,7,26,0.07493,7
2019,LL survey,Female,7,22,0.08178,7
2020,LL survey,Female,7,52,0.13867,7
2021,LL survey,Female,7,68,0.18428,7
2022,LL survey,Female,7,56,0.16519,7
1997,LL survey,Female,7,16,0.06324,7
1998,LL survey,Female,7,8,0.04082,7
1999,LL survey,Female,7,5,0.03876,7
2000,LL survey,Female,7,25,0.12136,7
2001,LL survey,Female,7,20,0.1105,7
2022,Pot fishery,Female,7,61,0.23552,7
2002,LL fishery,Male,7,93,0.09217,7
2003,LL fishery,Male,7,99,0.13095,7
2004,LL fishery,Male,7,85,0.11318,7
2005,LL fishery,Male,7,62,0.12351,7
2006,LL fishery,Male,7,57,0.09437,7
2007,LL fishery,Male,7,16,0.03137,7
2008,LL fishery,Male,7,33,0.06383,7
2009,LL fishery,Male,7,11,0.0214,7
2010,LL fishery,Male,7,16,0.0292,7
2011,LL fishery,Male,7,16,0.02925,7
2012,LL fishery,Male,7,20,0.03333,7
2013,LL fishery,Male,7,25,0.03834,7
2014,LL fishery,Male,7,31,0.05526,7
2015,LL fishery,Male,7,18,0.04,7
2016,LL fishery,Male,7,22,0.044,7
2017,LL fishery,Male,7,18,0.03051,7
2018,LL fishery,Male,7,13,0.02584,7
2019,LL fishery,Male,7,10,0.02033,7
2020,LL fishery,Male,7,23,0.04501,7
2021,LL fishery,Male,7,22,0.09205,7
2022,LL fishery,Male,7,23,0.07256,7
2002,LL survey,Male,7,45,0.13081,7
2003,LL survey,Male,7,38,0.09645,7
2004,LL survey,Male,7,27,0.07895,7
2005,LL survey,Male,7,40,0.10929,7
2006,LL survey,Male,7,27,0.08544,7
2007,LL survey,Male,7,21,0.06383,7
2008,LL survey,Male,7,17,0.06296,7
2009,LL survey,Male,7,10,0.03953,7
2010,LL survey,Male,7,11,0.0386,7
2011,LL survey,Male,7,18,0.05788,7
2012,LL survey,Male,7,12,0.03762,7
2013,LL survey,Male,7,33,0.11786,7
2014,LL survey,Male,7,13,0.04727,7
2015,LL survey,Male,7,16,0.0796,7
2016,LL survey,Male,7,14,0.05907,7
2017,LL survey,Male,7,19,0.076,7
2018,LL survey,Male,7,16,0.07442,7
2019,LL survey,Male,7,14,0.07071,7
2020,LL survey,Male,7,28,0.11715,7
2021,LL survey,Male,7,33,0.12044,7
2022,LL survey,Male,7,54,0.1759,7
1997,LL survey,Male,7,10,0.03717,7
1998,LL survey,Male,7,4,0.02614,7
1999,LL survey,Male,7,10,0.06944,7
2000,LL survey,Male,7,17,0.0977,7
2001,LL survey,Male,7,12,0.04598,7
2022,Pot fishery,Male,7,13,0.16667,7
2002,LL fishery,Sex combined,7,212,0.09435,7
2003,LL fishery,Sex combined,7,263,0.14834,7
2004,LL fishery,Sex combined,7,259,0.11445,7
2005,LL fishery,Sex combined,7,207,0.11856,7
2006,LL fishery,Sex combined,7,149,0.08911,7
2007,LL fishery,Sex combined,7,90,0.06028,7
2008,LL fishery,Sex combined,7,98,0.06401,7
2009,LL fishery,Sex combined,7,42,0.02694,7
2010,LL fishery,Sex combined,7,51,0.0334,7
2011,LL fishery,Sex combined,7,44,0.03003,7
2012,LL fishery,Sex combined,7,57,0.03743,7
2013,LL fishery,Sex combined,7,60,0.04587,7
2014,LL fishery,Sex combined,7,79,0.05904,7
2015,LL fishery,Sex combined,7,69,0.05736,7
2016,LL fishery,Sex combined,7,78,0.0552,7
2017,LL fishery,Sex combined,7,41,0.02887,7
2018,LL fishery,Sex combined,7,45,0.03427,7
2019,LL fishery,Sex combined,7,51,0.03932,7
2020,LL fishery,Sex combined,7,105,0.08108,7
2021,LL fishery,Sex combined,7,94,0.12754,7
2022,LL fishery,Sex combined,7,163,0.14361,7
2002,LL survey,Sex combined,7,86,0.1348,7
2003,LL survey,Sex combined,7,81,0.10385,7
2004,LL survey,Sex combined,7,67,0.09091,7
2005,LL survey,Sex combined,7,105,0.12097,7
2006,LL survey,Sex combined,7,74,0.10109,7
2007,LL survey,Sex combined,7,56,0.07598,7
2008,LL survey,Sex combined,7,38,0.06271,7
2009,LL survey,Sex combined,7,37,0.05987,7
2010,LL survey,Sex combined,7,21,0.03471,7
2011,LL survey,Sex combined,7,43,0.06361,7
2012,LL survey,Sex combined,7,39,0.05387,7
2013,LL survey,Sex combined,7,59,0.11028,7
2014,LL survey,Sex combined,7,45,0.08036,7
2015,LL survey,Sex combined,7,41,0.0835,7
2016,LL survey,Sex combined,7,38,0.06884,7
2017,LL survey,Sex combined,7,37,0.06198,7
2018,LL survey,Sex combined,7,42,0.07473,7
2019,LL survey,Sex combined,7,36,0.07709,7
2020,LL survey,Sex combined,7,80,0.13029,7
2021,LL survey,Sex combined,7,101,0.15708,7
2022,LL survey,Sex combined,7,110,0.17028,7
1997,LL survey,Sex combined,7,26,0.04981,7
1998,LL survey,Sex combined,7,12,0.03438,7
1999,LL survey,Sex combined,7,15,0.05495,7
2000,LL survey,Sex combined,7,42,0.11053,7
2001,LL survey,Sex combined,7,32,0.0724,7
2022,Pot fishery,Sex combined,7,74,0.21958,7
2002,LL fishery,Female,8,113,0.09128,8
2003,LL fishery,Female,8,137,0.13471,8
2004,LL fishery,Female,8,210,0.13889,8
2005,LL fishery,Female,8,109,0.08762,8
2006,LL fishery,Female,8,132,0.1236,8
2007,LL fishery,Female,8,63,0.06409,8
2008,LL fishery,Female,8,87,0.0858,8
2009,LL fishery,Female,8,38,0.03636,8
2010,LL fishery,Female,8,46,0.04699,8
2011,LL fishery,Female,8,31,0.03377,8
2012,LL fishery,Female,8,54,0.0585,8
2013,LL fishery,Female,8,36,0.05488,8
2014,LL fishery,Female,8,53,0.06821,8
2015,LL fishery,Female,8,46,0.06109,8
2016,LL fishery,Female,8,46,0.05038,8
2017,LL fishery,Female,8,39,0.04699,8
2018,LL fishery,Female,8,26,0.0321,8
2019,LL fishery,Female,8,40,0.04969,8
2020,LL fishery,Female,8,53,0.0676,8
2021,LL fishery,Female,8,41,0.08233,8
2022,LL fishery,Female,8,83,0.10147,8
2002,LL survey,Female,8,19,0.06463,8
2003,LL survey,Female,8,81,0.20984,8
2004,LL survey,Female,8,81,0.20506,8
2005,LL survey,Female,8,41,0.08167,8
2006,LL survey,Female,8,28,0.06731,8
2007,LL survey,Female,8,49,0.1201,8
2008,LL survey,Female,8,22,0.06548,8
2009,LL survey,Female,8,35,0.09589,8
2010,LL survey,Female,8,12,0.0375,8
2011,LL survey,Female,8,29,0.07945,8
2012,LL survey,Female,8,33,0.08148,8
2013,LL survey,Female,8,16,0.06275,8
2014,LL survey,Female,8,36,0.12632,8
2015,LL survey,Female,8,28,0.09655,8
2016,LL survey,Female,8,15,0.04762,8
2017,LL survey,Female,8,17,0.04899,8
2018,LL survey,Female,8,24,0.06916,8
2019,LL survey,Female,8,15,0.05576,8
2020,LL survey,Female,8,17,0.04533,8
2021,LL survey,Female,8,28,0.07588,8
2022,LL survey,Female,8,31,0.09145,8
1997,LL survey,Female,8,16,0.06324,8
1998,LL survey,Female,8,10,0.05102,8
1999,LL survey,Female,8,11,0.08527,8
2000,LL survey,Female,8,16,0.07767,8
2001,LL survey,Female,8,5,0.02762,8
2022,Pot fishery,Female,8,39,0.15058,8
2002,LL fishery,Male,8,87,0.08622,8
2003,LL fishery,Male,8,49,0.06481,8
2004,LL fishery,Male,8,100,0.13316,8
2005,LL fishery,Male,8,37,0.07371,8
2006,LL fishery,Male,8,61,0.10099,8
2007,LL fishery,Male,8,41,0.08039,8
2008,LL fishery,Male,8,42,0.08124,8
2009,LL fishery,Male,8,18,0.03502,8
2010,LL fishery,Male,8,23,0.04197,8
2011,LL fishery,Male,8,20,0.03656,8
2012,LL fishery,Male,8,23,0.03833,8
2013,LL fishery,Male,8,14,0.02147,8
2014,LL fishery,Male,8,19,0.03387,8
2015,LL fishery,Male,8,28,0.06222,8
2016,LL fishery,Male,8,24,0.048,8
2017,LL fishery,Male,8,13,0.02203,8
2018,LL fishery,Male,8,16,0.03181,8
2019,LL fishery,Male,8,16,0.03252,8
2020,LL fishery,Male,8,27,0.05284,8
2021,LL fishery,Male,8,19,0.0795,8
2022,LL fishery,Male,8,18,0.05678,8
2002,LL survey,Male,8,28,0.0814,8
2003,LL survey,Male,8,74,0.18782,8
2004,LL survey,Male,8,48,0.14035,8
2005,LL survey,Male,8,35,0.09563,8
2006,LL survey,Male,8,25,0.07911,8
2007,LL survey,Male,8,32,0.09726,8
2008,LL survey,Male,8,20,0.07407,8
2009,LL survey,Male,8,20,0.07905,8
2010,LL survey,Male,8,9,0.03158,8
2011,LL survey,Male,8,23,0.07395,8
2012,LL survey,Male,8,19,0.05956,8
2013,LL survey,Male,8,19,0.06786,8
2014,LL survey,Male,8,27,0.09818,8
2015,LL survey,Male,8,9,0.04478,8
2016,LL survey,Male,8,14,0.05907,8
2017,LL survey,Male,8,15,0.06,8
2018,LL survey,Male,8,10,0.04651,8
2019,LL survey,Male,8,11,0.05556,8
2020,LL survey,Male,8,17,0.07113,8
2021,LL survey,Male,8,27,0.09854,8
2022,LL survey,Male,8,27,0.08795,8
1997,LL survey,Male,8,6,0.0223,8
1998,LL survey,Male,8,2,0.01307,8
1999,LL survey,Male,8,6,0.04167,8
2000,LL survey,Male,8,14,0.08046,8
2001,LL survey,Male,8,17,0.06513,8
2022,Pot fishery,Male,8,11,0.14103,8
2002,LL fishery,Sex combined,8,200,0.08901,8
2003,LL fishery,Sex combined,8,186,0.10491,8
2004,LL fishery,Sex combined,8,310,0.13699,8
2005,LL fishery,Sex combined,8,146,0.08362,8
2006,LL fishery,Sex combined,8,193,0.11543,8
2007,LL fishery,Sex combined,8,104,0.06966,8
2008,LL fishery,Sex combined,8,129,0.08426,8
2009,LL fishery,Sex combined,8,56,0.03592,8
2010,LL fishery,Sex combined,8,69,0.04519,8
2011,LL fishery,Sex combined,8,51,0.03481,8
2012,LL fishery,Sex combined,8,77,0.05056,8
2013,LL fishery,Sex combined,8,50,0.03823,8
2014,LL fishery,Sex combined,8,72,0.05381,8
2015,LL fishery,Sex combined,8,74,0.06151,8
2016,LL fishery,Sex combined,8,70,0.04954,8
2017,LL fishery,Sex combined,8,52,0.03662,8
2018,LL fishery,Sex combined,8,42,0.03199,8
2019,LL fishery,Sex combined,8,56,0.04318,8
2020,LL fishery,Sex combined,8,80,0.06178,8
2021,LL fishery,Sex combined,8,60,0.08141,8
2022,LL fishery,Sex combined,8,101,0.08899,8
2002,LL survey,Sex combined,8,47,0.07367,8
2003,LL survey,Sex combined,8,155,0.19872,8
2004,LL survey,Sex combined,8,129,0.17503,8
2005,LL survey,Sex combined,8,76,0.08756,8
2006,LL survey,Sex combined,8,53,0.0724,8
2007,LL survey,Sex combined,8,81,0.10991,8
2008,LL survey,Sex combined,8,42,0.06931,8
2009,LL survey,Sex combined,8,55,0.089,8
2010,LL survey,Sex combined,8,21,0.03471,8
2011,LL survey,Sex combined,8,52,0.07692,8
2012,LL survey,Sex combined,8,52,0.07182,8
2013,LL survey,Sex combined,8,35,0.06542,8
2014,LL survey,Sex combined,8,63,0.1125,8
2015,LL survey,Sex combined,8,37,0.07536,8
2016,LL survey,Sex combined,8,29,0.05254,8
2017,LL survey,Sex combined,8,32,0.0536,8
2018,LL survey,Sex combined,8,34,0.0605,8
2019,LL survey,Sex combined,8,26,0.05567,8
2020,LL survey,Sex combined,8,34,0.05537,8
2021,LL survey,Sex combined,8,55,0.08554,8
2022,LL survey,Sex combined,8,58,0.08978,8
1997,LL survey,Sex combined,8,22,0.04215,8
1998,LL survey,Sex combined,8,12,0.03438,8
1999,LL survey,Sex combined,8,17,0.06227,8
2000,LL survey,Sex combined,8,30,0.07895,8
2001,LL survey,Sex combined,8,22,0.04977,8
2022,Pot fishery,Sex combined,8,50,0.14837,8
2002,LL fishery,Female,9,121,0.09774,9
2003,LL fishery,Female,9,97,0.09538,9
2004,LL fishery,Female,9,157,0.10384,9
2005,LL fishery,Female,9,139,0.11174,9
2006,LL fishery,Female,9,127,0.11891,9
2007,LL fishery,Female,9,151,0.15361,9
2008,LL fishery,Female,9,96,0.09467,9
2009,LL fishery,Female,9,39,0.03732,9
2010,LL fishery,Female,9,61,0.06231,9
2011,LL fishery,Female,9,48,0.05229,9
2012,LL fishery,Female,9,42,0.0455,9
2013,LL fishery,Female,9,46,0.07012,9
2014,LL fishery,Female,9,44,0.05663,9
2015,LL fishery,Female,9,43,0.0571,9
2016,LL fishery,Female,9,48,0.05257,9
2017,LL fishery,Female,9,26,0.03133,9
2018,LL fishery,Female,9,30,0.03704,9
2019,LL fishery,Female,9,36,0.04472,9
2020,LL fishery,Female,9,35,0.04464,9
2021,LL fishery,Female,9,26,0.05221,9
2022,LL fishery,Female,9,35,0.04279,9
2002,LL survey,Female,9,22,0.07483,9
2003,LL survey,Female,9,22,0.05699,9
2004,LL survey,Female,9,55,0.13924,9
2005,LL survey,Female,9,49,0.09761,9
2006,LL survey,Female,9,63,0.15144,9
2007,LL survey,Female,9,59,0.14461,9
2008,LL survey,Female,9,29,0.08631,9
2009,LL survey,Female,9,34,0.09315,9
2010,LL survey,Female,9,18,0.05625,9
2011,LL survey,Female,9,21,0.05753,9
2012,LL survey,Female,9,31,0.07654,9
2013,LL survey,Female,9,20,0.07843,9
2014,LL survey,Female,9,20,0.07018,9
2015,LL survey,Female,9,24,0.08276,9
2016,LL survey,Female,9,15,0.04762,9
2017,LL survey,Female,9,18,0.05187,9
2018,LL survey,Female,9,9,0.02594,9
2019,LL survey,Female,9,11,0.04089,9
2020,LL survey,Female,9,15,0.04,9
2021,LL survey,Female,9,12,0.03252,9
2022,LL survey,Female,9,21,0.06195,9
1997,LL survey,Female,9,14,0.05534,9
1998,LL survey,Female,9,15,0.07653,9
1999,LL survey,Female,9,6,0.04651,9
2000,LL survey,Female,9,8,0.03883,9
2001,LL survey,Female,9,17,0.09392,9
2022,Pot fishery,Female,9,19,0.07336,9
2002,LL fishery,Male,9,78,0.0773,9
2003,LL fishery,Male,9,48,0.06349,9
2004,LL fishery,Male,9,59,0.07856,9
2005,LL fishery,Male,9,55,0.10956,9
2006,LL fishery,Male,9,58,0.09603,9
2007,LL fishery,Male,9,61,0.11961,9
2008,LL fishery,Male,9,36,0.06963,9
2009,LL fishery,Male,9,23,0.04475,9
2010,LL fishery,Male,9,28,0.051090000000000003,9
2011,LL fishery,Male,9,15,0.02742,9
2012,LL fishery,Male,9,27,0.045,9
2013,LL fishery,Male,9,28,0.04294,9
2014,LL fishery,Male,9,19,0.03387,9
2015,LL fishery,Male,9,21,0.04667,9
2016,LL fishery,Male,9,21,0.042,9
2017,LL fishery,Male,9,25,0.04237,9
2018,LL fishery,Male,9,10,0.01988,9
2019,LL fishery,Male,9,10,0.02033,9
2020,LL fishery,Male,9,13,0.02544,9
2021,LL fishery,Male,9,5,0.02092,9
2022,LL fishery,Male,9,14,0.04416,9
2002,LL survey,Male,9,20,0.05814,9
2003,LL survey,Male,9,17,0.04315,9
2004,LL survey,Male,9,44,0.12865,9
2005,LL survey,Male,9,40,0.10929,9
2006,LL survey,Male,9,25,0.07911,9
2007,LL survey,Male,9,36,0.10942,9
2008,LL survey,Male,9,20,0.07407,9
2009,LL survey,Male,9,21,0.083,9
2010,LL survey,Male,9,14,0.04912,9
2011,LL survey,Male,9,13,0.0418,9
2012,LL survey,Male,9,14,0.04389,9
2013,LL survey,Male,9,19,0.06786,9
2014,LL survey,Male,9,19,0.06909,9
2015,LL survey,Male,9,17,0.08458,9
2016,LL survey,Male,9,12,0.05063,9
2017,LL survey,Male,9,12,0.048,9
2018,LL survey,Male,9,5,0.02326,9
2019,LL survey,Male,9,8,0.0404,9
2020,LL survey,Male,9,13,0.05439,9
2021,LL survey,Male,9,5,0.01825,9
2022,LL survey,Male,9,15,0.04886,9
1997,LL survey,Male,9,7,0.02602,9
1998,LL survey,Male,9,5,0.03268,9
1999,LL survey,Male,9,6,0.04167,9
2000,LL survey,Male,9,1,0.00575,9
2001,LL survey,Male,9,12,0.04598,9
2022,Pot fishery,Male,9,4,0.05128,9
2002,LL fishery,Sex combined,9,199,0.08856,9
2003,LL fishery,Sex combined,9,145,0.08178,9
2004,LL fishery,Sex combined,9,216,0.09545,9
2005,LL fishery,Sex combined,9,194,0.11111,9
2006,LL fishery,Sex combined,9,185,0.11065,9
2007,LL fishery,Sex combined,9,212,0.142,9
2008,LL fishery,Sex combined,9,132,0.08622,9
2009,LL fishery,Sex combined,9,62,0.03977,9
2010,LL fishery,Sex combined,9,89,0.05828,9
2011,LL fishery,Sex combined,9,63,0.043,9
2012,LL fishery,Sex combined,9,69,0.04531,9
2013,LL fishery,Sex combined,9,74,0.05657,9
2014,LL fishery,Sex combined,9,63,0.04709,9
2015,LL fishery,Sex combined,9,64,0.0532,9
2016,LL fishery,Sex combined,9,69,0.04883,9
2017,LL fishery,Sex combined,9,51,0.03592,9
2018,LL fishery,Sex combined,9,40,0.03046,9
2019,LL fishery,Sex combined,9,46,0.03547,9
2020,LL fishery,Sex combined,9,48,0.03707,9
2021,LL fishery,Sex combined,9,31,0.04206,9
2022,LL fishery,Sex combined,9,49,0.04317,9
2002,LL survey,Sex combined,9,42,0.06583,9
2003,LL survey,Sex combined,9,39,0.05,9
2004,LL survey,Sex combined,9,99,0.13433,9
2005,LL survey,Sex combined,9,89,0.10253,9
2006,LL survey,Sex combined,9,88,0.12022,9
2007,LL survey,Sex combined,9,95,0.1289,9
2008,LL survey,Sex combined,9,49,0.08086,9
2009,LL survey,Sex combined,9,55,0.089,9
2010,LL survey,Sex combined,9,32,0.05289,9
2011,LL survey,Sex combined,9,34,0.0503,9
2012,LL survey,Sex combined,9,45,0.06215,9
2013,LL survey,Sex combined,9,39,0.0729,9
2014,LL survey,Sex combined,9,39,0.06964,9
2015,LL survey,Sex combined,9,41,0.0835,9
2016,LL survey,Sex combined,9,27,0.04891,9
2017,LL survey,Sex combined,9,30,0.05025,9
2018,LL survey,Sex combined,9,14,0.02491,9
2019,LL survey,Sex combined,9,19,0.04069,9
2020,LL survey,Sex combined,9,28,0.0456,9
2021,LL survey,Sex combined,9,17,0.02644,9
2022,LL survey,Sex combined,9,36,0.05573,9
1997,LL survey,Sex combined,9,21,0.04023,9
1998,LL survey,Sex combined,9,20,0.05731,9
1999,LL survey,Sex combined,9,12,0.04396,9
2000,LL survey,Sex combined,9,9,0.02368,9
2001,LL survey,Sex combined,9,29,0.06561,9
2022,Pot fishery,Sex combined,9,23,0.06825,9
2002,LL fishery,Female,10,91,0.07351,10
2003,LL fishery,Female,10,59,0.05801,10
2004,LL fishery,Female,10,102,0.06746,10
2005,LL fishery,Female,10,104,0.0836,10
2006,LL fishery,Female,10,108,0.10112,10
2007,LL fishery,Female,10,88,0.08952,10
2008,LL fishery,Female,10,124,0.12229,10
2009,LL fishery,Female,10,63,0.06029,10
2010,LL fishery,Female,10,70,0.0715,10
2011,LL fishery,Female,10,43,0.04684,10
2012,LL fishery,Female,10,57,0.06176,10
2013,LL fishery,Female,10,37,0.0564,10
2014,LL fishery,Female,10,40,0.05148,10
2015,LL fishery,Female,10,42,0.05578,10
2016,LL fishery,Female,10,46,0.05038,10
2017,LL fishery,Female,10,32,0.03855,10
2018,LL fishery,Female,10,28,0.03457,10
2019,LL fishery,Female,10,34,0.04224,10
2020,LL fishery,Female,10,20,0.02551,10
2021,LL fishery,Female,10,18,0.03614,10
2022,LL fishery,Female,10,24,0.02934,10
2002,LL survey,Female,10,12,0.04082,10
2003,LL survey,Female,10,44,0.11399,10
2004,LL survey,Female,10,41,0.1038,10
2005,LL survey,Female,10,45,0.08964,10
2006,LL survey,Female,10,63,0.15144,10
2007,LL survey,Female,10,34,0.08333,10
2008,LL survey,Female,10,34,0.10119,10
2009,LL survey,Female,10,41,0.11233,10
2010,LL survey,Female,10,17,0.05312,10
2011,LL survey,Female,10,17,0.04658,10
2012,LL survey,Female,10,22,0.05432,10
2013,LL survey,Female,10,16,0.06275,10
2014,LL survey,Female,10,25,0.08772,10
2015,LL survey,Female,10,21,0.07241,10
2016,LL survey,Female,10,19,0.06032,10
2017,LL survey,Female,10,15,0.04323,10
2018,LL survey,Female,10,11,0.0317,10
2019,LL survey,Female,10,5,0.01859,10
2020,LL survey,Female,10,7,0.01867,10
2021,LL survey,Female,10,3,0.00813,10
2022,LL survey,Female,10,12,0.0354,10
1997,LL survey,Female,10,12,0.04743,10
1998,LL survey,Female,10,9,0.04592,10
1999,LL survey,Female,10,3,0.02326,10
2000,LL survey,Female,10,9,0.04369,10
2001,LL survey,Female,10,9,0.04972,10
2022,Pot fishery,Female,10,15,0.05792,10
2002,LL fishery,Male,10,51,0.05055,10
2003,LL fishery,Male,10,44,0.0582,10
2004,LL fishery,Male,10,32,0.04261,10
