year,Source,Sex,length_bin,n,proportion
2019,LL fishery,Female,51,1,0.0012
2020,LL fishery,Female,51,1,0.0013
2021,LL fishery,Female,51,1,0.002
2022,LL fishery,Female,51,3,0.0028
2002,LL survey,Female,51,2,0.0068
2003,LL survey,Female,51,15,0.0389
2004,LL survey,Female,51,12,0.0304
2005,LL survey,Female,51,0,0
2006,LL survey,Female,51,3,0.0072
2007,LL survey,Female,51,3,0.0074
2008,LL survey,Female,51,2,0.006
2009,LL survey,Female,51,3,0.0082
2010,LL survey,Female,51,3,0.0094
2011,LL survey,Female,51,9,0.0247
2012,LL survey,Female,51,4,0.0099
2013,LL survey,Female,51,3,0.0118
2014,LL survey,Female,51,2,0.007
2015,LL survey,Female,51,6,0.0207
2016,LL survey,Female,51,10,0.0317
2017,LL survey,Female,51,9,0.0259
2018,LL survey,Female,51,11,0.0317
2019,LL survey,Female,51,15,0.0558
2020,LL survey,Female,51,13,0.0347
2021,LL survey,Female,51,3,0.0081
2022,LL survey,Female,51,5,0.0147
1997,LL survey,Female,51,0,0
1998,LL survey,Female,51,4,0.0204
1999,LL survey,Female,51,4,0.031
2000,LL survey,Female,51,13,0.0631
2001,LL survey,Female,51,5,0.0276
2002,LL fishery,Male,51,9,0.0088
2003,LL fishery,Male,51,9,0.0118
2004,LL fishery,Male,51,2,0.0026
2005,LL fishery,Male,51,1,0.002
2006,LL fishery,Male,51,0,0
2007,LL fishery,Male,51,0,0
2008,LL fishery,Male,51,0,0
2009,LL fishery,Male,51,0,0
2010,LL fishery,Male,51,0,0
2011,LL fishery,Male,51,0,0
2012,LL fishery,Male,51,0,0
2013,LL fishery,Male,51,3,0.0044
2014,LL fishery,Male,51,0,0
2015,LL fishery,Male,51,1,0.0022
2016,LL fishery,Male,51,7,0.0135
2017,LL fishery,Male,51,1,0.0017
2018,LL fishery,Male,51,1,0.002
2019,LL fishery,Male,51,0,0
2020,LL fishery,Male,51,2,0.0039
2021,LL fishery,Male,51,2,0.0084
2022,LL fishery,Male,51,1,0.0025
2002,LL survey,Male,51,8,0.0233
2003,LL survey,Male,51,12,0.0305
2004,LL survey,Male,51,8,0.0234
2005,LL survey,Male,51,0,0
2006,LL survey,Male,51,3,0.0095
2007,LL survey,Male,51,6,0.0182
2008,LL survey,Male,51,0,0
2009,LL survey,Male,51,2,0.0079
2010,LL survey,Male,51,2,0.007
2011,LL survey,Male,51,10,0.0322
2012,LL survey,Male,51,5,0.0157
2013,LL survey,Male,51,2,0.0071
2014,LL survey,Male,51,0,0
2015,LL survey,Male,51,11,0.0547
2016,LL survey,Male,51,3,0.0127
2017,LL survey,Male,51,9,0.036
2018,LL survey,Male,51,10,0.0465
2019,LL survey,Male,51,14,0.0707
2020,LL survey,Male,51,13,0.0544
2021,LL survey,Male,51,11,0.04
2022,LL survey,Male,51,13,0.0421
1997,LL survey,Male,51,1,0.0037
1998,LL survey,Male,51,2,0.0131
1999,LL survey,Male,51,2,0.0139
2000,LL survey,Male,51,8,0.046
2001,LL survey,Male,51,15,0.0575
2002,LL fishery,Sex combined,51,16,0.0071
2003,LL fishery,Sex combined,51,13,0.0073
2004,LL fishery,Sex combined,51,8,0.0034
2005,LL fishery,Sex combined,51,2,0.0011
2006,LL fishery,Sex combined,51,1,6e-4
2007,LL fishery,Sex combined,51,2,0.0013
2008,LL fishery,Sex combined,51,0,0
2009,LL fishery,Sex combined,51,2,0.0013
2010,LL fishery,Sex combined,51,0,0
2011,LL fishery,Sex combined,51,0,0
2012,LL fishery,Sex combined,51,0,0
2013,LL fishery,Sex combined,51,4,0.0029
2014,LL fishery,Sex combined,51,1,7e-4
2015,LL fishery,Sex combined,51,3,0.0025
2016,LL fishery,Sex combined,51,7,0.0048
2017,LL fishery,Sex combined,51,6,0.0042
2018,LL fishery,Sex combined,51,5,0.0038
2019,LL fishery,Sex combined,51,1,7e-4
2020,LL fishery,Sex combined,51,3,0.0023
2021,LL fishery,Sex combined,51,3,0.0041
2022,LL fishery,Sex combined,51,4,0.0027
2002,LL survey,Sex combined,51,10,0.0157
2003,LL survey,Sex combined,51,27,0.0346
2004,LL survey,Sex combined,51,20,0.0271
2005,LL survey,Sex combined,51,0,0
2006,LL survey,Sex combined,51,6,0.0082
2007,LL survey,Sex combined,51,9,0.0122
2008,LL survey,Sex combined,51,2,0.0033
2009,LL survey,Sex combined,51,5,0.0081
2010,LL survey,Sex combined,51,5,0.0083
2011,LL survey,Sex combined,51,19,0.0281
2012,LL survey,Sex combined,51,9,0.0124
2013,LL survey,Sex combined,51,5,0.0093
2014,LL survey,Sex combined,51,2,0.0036
2015,LL survey,Sex combined,51,17,0.0346
2016,LL survey,Sex combined,51,13,0.0236
2017,LL survey,Sex combined,51,18,0.0302
2018,LL survey,Sex combined,51,21,0.0374
2019,LL survey,Sex combined,51,29,0.0621
2020,LL survey,Sex combined,51,26,0.0423
2021,LL survey,Sex combined,51,14,0.0217
2022,LL survey,Sex combined,51,18,0.0278
1997,LL survey,Sex combined,51,1,0.0019
1998,LL survey,Sex combined,51,6,0.0172
1999,LL survey,Sex combined,51,6,0.022
2000,LL survey,Sex combined,51,21,0.0553
2001,LL survey,Sex combined,51,20,0.0452
2002,LL fishery,Female,53,15,0.012
2003,LL fishery,Female,53,12,0.0117
2004,LL fishery,Female,53,2,0.0013
2005,LL fishery,Female,53,1,8e-4
2006,LL fishery,Female,53,4,0.0037
2007,LL fishery,Female,53,2,0.002
2008,LL fishery,Female,53,0,0
2009,LL fishery,Female,53,0,0
2010,LL fishery,Female,53,2,0.002
2011,LL fishery,Female,53,0,0
2012,LL fishery,Female,53,0,0
2013,LL fishery,Female,53,1,0.0014
2014,LL fishery,Female,53,1,0.0013
2015,LL fishery,Female,53,8,0.0106
2016,LL fishery,Female,53,3,0.0032
2017,LL fishery,Female,53,10,0.0119
2018,LL fishery,Female,53,6,0.0074
2019,LL fishery,Female,53,6,0.0072
2020,LL fishery,Female,53,10,0.0128
2021,LL fishery,Female,53,4,0.008
2022,LL fishery,Female,53,3,0.0028
2002,LL survey,Female,53,7,0.0238
2003,LL survey,Female,53,11,0.0285
2004,LL survey,Female,53,6,0.0152
2005,LL survey,Female,53,5,0.01
2006,LL survey,Female,53,2,0.0048
2007,LL survey,Female,53,3,0.0074
2008,LL survey,Female,53,5,0.0149
2009,LL survey,Female,53,2,0.0055
2010,LL survey,Female,53,3,0.0094
2011,LL survey,Female,53,16,0.0438
2012,LL survey,Female,53,8,0.0198
2013,LL survey,Female,53,3,0.0118
2014,LL survey,Female,53,1,0.0035
2015,LL survey,Female,53,5,0.0172
2016,LL survey,Female,53,12,0.0381
2017,LL survey,Female,53,19,0.0548
2018,LL survey,Female,53,19,0.0548
2019,LL survey,Female,53,14,0.052
2020,LL survey,Female,53,30,0.08
2021,LL survey,Female,53,16,0.0434
2022,LL survey,Female,53,12,0.0354
1997,LL survey,Female,53,2,0.0079
1998,LL survey,Female,53,5,0.0255
1999,LL survey,Female,53,4,0.031
2000,LL survey,Female,53,9,0.0437
2001,LL survey,Female,53,10,0.0552
2002,LL fishery,Male,53,17,0.0167
2003,LL fishery,Male,53,7,0.0092
2004,LL fishery,Male,53,3,0.0039
2005,LL fishery,Male,53,5,0.0099
2006,LL fishery,Male,53,2,0.0033
2007,LL fishery,Male,53,1,0.0019
2008,LL fishery,Male,53,0,0
2009,LL fishery,Male,53,0,0
2010,LL fishery,Male,53,1,0.0018
2011,LL fishery,Male,53,2,0.0036
2012,LL fishery,Male,53,2,0.0033
2013,LL fishery,Male,53,6,0.0088
2014,LL fishery,Male,53,1,0.0018
2015,LL fishery,Male,53,1,0.0022
2016,LL fishery,Male,53,3,0.0058
2017,LL fishery,Male,53,7,0.0116
2018,LL fishery,Male,53,9,0.0178
2019,LL fishery,Male,53,2,0.0039
2020,LL fishery,Male,53,3,0.0059
2021,LL fishery,Male,53,4,0.0167
2022,LL fishery,Male,53,5,0.0127
2002,LL survey,Male,53,12,0.0349
2003,LL survey,Male,53,10,0.0254
2004,LL survey,Male,53,12,0.0351
2005,LL survey,Male,53,10,0.0273
2006,LL survey,Male,53,0,0
2007,LL survey,Male,53,6,0.0182
2008,LL survey,Male,53,7,0.0259
2009,LL survey,Male,53,3,0.0119
2010,LL survey,Male,53,6,0.0211
2011,LL survey,Male,53,12,0.0386
2012,LL survey,Male,53,9,0.0282
2013,LL survey,Male,53,6,0.0214
2014,LL survey,Male,53,3,0.0109
2015,LL survey,Male,53,4,0.0199
2016,LL survey,Male,53,9,0.038
2017,LL survey,Male,53,14,0.056
2018,LL survey,Male,53,13,0.0605
2019,LL survey,Male,53,9,0.0455
2020,LL survey,Male,53,24,0.1004
2021,LL survey,Male,53,34,0.1236
2022,LL survey,Male,53,25,0.0809
1997,LL survey,Male,53,2,0.0074
1998,LL survey,Male,53,5,0.0327
1999,LL survey,Male,53,11,0.0764
2000,LL survey,Male,53,5,0.0287
2001,LL survey,Male,53,11,0.0421
2002,LL fishery,Sex combined,53,32,0.0141
2003,LL fishery,Sex combined,53,19,0.0106
2004,LL fishery,Sex combined,53,5,0.0022
2005,LL fishery,Sex combined,53,6,0.0034
2006,LL fishery,Sex combined,53,6,0.0036
2007,LL fishery,Sex combined,53,3,0.002
2008,LL fishery,Sex combined,53,0,0
2009,LL fishery,Sex combined,53,0,0
2010,LL fishery,Sex combined,53,3,0.0019
2011,LL fishery,Sex combined,53,2,0.0014
2012,LL fishery,Sex combined,53,2,0.0013
2013,LL fishery,Sex combined,53,7,0.005
2014,LL fishery,Sex combined,53,2,0.0015
2015,LL fishery,Sex combined,53,9,0.0074
2016,LL fishery,Sex combined,53,6,0.0041
2017,LL fishery,Sex combined,53,17,0.0118
2018,LL fishery,Sex combined,53,15,0.0114
2019,LL fishery,Sex combined,53,8,0.006
2020,LL fishery,Sex combined,53,13,0.01
2021,LL fishery,Sex combined,53,8,0.0109
2022,LL fishery,Sex combined,53,8,0.0054
2002,LL survey,Sex combined,53,19,0.0298
2003,LL survey,Sex combined,53,21,0.0269
2004,LL survey,Sex combined,53,18,0.0244
2005,LL survey,Sex combined,53,15,0.0173
2006,LL survey,Sex combined,53,2,0.0027
2007,LL survey,Sex combined,53,9,0.0122
2008,LL survey,Sex combined,53,12,0.0198
2009,LL survey,Sex combined,53,5,0.0081
2010,LL survey,Sex combined,53,9,0.0149
2011,LL survey,Sex combined,53,28,0.0414
2012,LL survey,Sex combined,53,17,0.0235
2013,LL survey,Sex combined,53,9,0.0168
2014,LL survey,Sex combined,53,4,0.0071
2015,LL survey,Sex combined,53,9,0.0183
2016,LL survey,Sex combined,53,21,0.038
2017,LL survey,Sex combined,53,33,0.0553
2018,LL survey,Sex combined,53,32,0.0569
2019,LL survey,Sex combined,53,23,0.0493
2020,LL survey,Sex combined,53,54,0.0879
2021,LL survey,Sex combined,53,50,0.0776
2022,LL survey,Sex combined,53,37,0.0571
1997,LL survey,Sex combined,53,4,0.0077
1998,LL survey,Sex combined,53,10,0.0287
1999,LL survey,Sex combined,53,15,0.0549
2000,LL survey,Sex combined,53,14,0.0368
2001,LL survey,Sex combined,53,21,0.0475
2002,LL fishery,Female,55,25,0.02
2003,LL fishery,Female,55,8,0.0078
2004,LL fishery,Female,55,10,0.0064
2005,LL fishery,Female,55,3,0.0024
2006,LL fishery,Female,55,4,0.0037
2007,LL fishery,Female,55,2,0.002
2008,LL fishery,Female,55,2,0.0019
2009,LL fishery,Female,55,1,0.001
2010,LL fishery,Female,55,1,0.001
2011,LL fishery,Female,55,7,0.0076
2012,LL fishery,Female,55,7,0.0075
2013,LL fishery,Female,55,7,0.0098
2014,LL fishery,Female,55,6,0.0076
2015,LL fishery,Female,55,3,0.004
2016,LL fishery,Female,55,5,0.0054
2017,LL fishery,Female,55,12,0.0143
2018,LL fishery,Female,55,6,0.0074
2019,LL fishery,Female,55,5,0.006
2020,LL fishery,Female,55,18,0.023
2021,LL fishery,Female,55,10,0.0201
2022,LL fishery,Female,55,12,0.0111
2002,LL survey,Female,55,21,0.0714
2003,LL survey,Female,55,13,0.0337
2004,LL survey,Female,55,14,0.0354
2005,LL survey,Female,55,5,0.01
2006,LL survey,Female,55,6,0.0144
2007,LL survey,Female,55,11,0.027
2008,LL survey,Female,55,3,0.0089
2009,LL survey,Female,55,3,0.0082
2010,LL survey,Female,55,2,0.0063
2011,LL survey,Female,55,17,0.0466
2012,LL survey,Female,55,13,0.0321
2013,LL survey,Female,55,6,0.0235
2014,LL survey,Female,55,4,0.014
2015,LL survey,Female,55,7,0.0241
2016,LL survey,Female,55,10,0.0317
2017,LL survey,Female,55,16,0.0461
2018,LL survey,Female,55,21,0.0605
2019,LL survey,Female,55,13,0.0483
2020,LL survey,Female,55,32,0.0853
2021,LL survey,Female,55,24,0.065
2022,LL survey,Female,55,16,0.0472
1997,LL survey,Female,55,8,0.0316
1998,LL survey,Female,55,6,0.0306
1999,LL survey,Female,55,9,0.0698
2000,LL survey,Female,55,9,0.0437
2001,LL survey,Female,55,3,0.0166
2002,LL fishery,Male,55,31,0.0304
2003,LL fishery,Male,55,19,0.0249
2004,LL fishery,Male,55,12,0.0157
2005,LL fishery,Male,55,4,0.0079
2006,LL fishery,Male,55,7,0.0115
2007,LL fishery,Male,55,4,0.0078
2008,LL fishery,Male,55,4,0.0076
2009,LL fishery,Male,55,0,0
2010,LL fishery,Male,55,5,0.0091
2011,LL fishery,Male,55,3,0.0055
2012,LL fishery,Male,55,6,0.0099
2013,LL fishery,Male,55,15,0.022
2014,LL fishery,Male,55,2,0.0035
2015,LL fishery,Male,55,2,0.0044
2016,LL fishery,Male,55,8,0.0154
2017,LL fishery,Male,55,13,0.0216
2018,LL fishery,Male,55,8,0.0158
2019,LL fishery,Male,55,5,0.0097
2020,LL fishery,Male,55,5,0.0098
2021,LL fishery,Male,55,9,0.0377
2022,LL fishery,Male,55,12,0.0304
2002,LL survey,Male,55,12,0.0349
2003,LL survey,Male,55,24,0.0609
2004,LL survey,Male,55,13,0.038
2005,LL survey,Male,55,10,0.0273
2006,LL survey,Male,55,4,0.0127
2007,LL survey,Male,55,12,0.0365
2008,LL survey,Male,55,3,0.0111
2009,LL survey,Male,55,6,0.0237
2010,LL survey,Male,55,7,0.0246
2011,LL survey,Male,55,7,0.0225
2012,LL survey,Male,55,14,0.0439
2013,LL survey,Male,55,15,0.0536
2014,LL survey,Male,55,9,0.0327
2015,LL survey,Male,55,5,0.0249
2016,LL survey,Male,55,14,0.0591
2017,LL survey,Male,55,16,0.064
2018,LL survey,Male,55,10,0.0465
2019,LL survey,Male,55,15,0.0758
2020,LL survey,Male,55,25,0.1046
2021,LL survey,Male,55,36,0.1309
2022,LL survey,Male,55,36,0.1165
1997,LL survey,Male,55,1,0.0037
1998,LL survey,Male,55,4,0.0261
1999,LL survey,Male,55,6,0.0417
2000,LL survey,Male,55,8,0.046
2001,LL survey,Male,55,8,0.0307
2002,LL fishery,Sex combined,55,56,0.0247
2003,LL fishery,Sex combined,55,27,0.0151
2004,LL fishery,Sex combined,55,22,0.0095
2005,LL fishery,Sex combined,55,7,0.004
2006,LL fishery,Sex combined,55,11,0.0065
2007,LL fishery,Sex combined,55,6,0.004
2008,LL fishery,Sex combined,55,6,0.0039
2009,LL fishery,Sex combined,55,1,6e-4
2010,LL fishery,Sex combined,55,6,0.0039
2011,LL fishery,Sex combined,55,10,0.0068
2012,LL fishery,Sex combined,55,13,0.0085
2013,LL fishery,Sex combined,55,22,0.0157
2014,LL fishery,Sex combined,55,8,0.0059
2015,LL fishery,Sex combined,55,5,0.0041
2016,LL fishery,Sex combined,55,13,0.009
2017,LL fishery,Sex combined,55,25,0.0173
2018,LL fishery,Sex combined,55,14,0.0106
2019,LL fishery,Sex combined,55,10,0.0075
2020,LL fishery,Sex combined,55,23,0.0178
2021,LL fishery,Sex combined,55,19,0.0258
2022,LL fishery,Sex combined,55,24,0.0163
2002,LL survey,Sex combined,55,33,0.0517
2003,LL survey,Sex combined,55,37,0.0474
2004,LL survey,Sex combined,55,27,0.0366
2005,LL survey,Sex combined,55,15,0.0173
2006,LL survey,Sex combined,55,10,0.0137
2007,LL survey,Sex combined,55,23,0.0312
2008,LL survey,Sex combined,55,6,0.0099
2009,LL survey,Sex combined,55,9,0.0146
2010,LL survey,Sex combined,55,9,0.0149
2011,LL survey,Sex combined,55,24,0.0355
2012,LL survey,Sex combined,55,27,0.0373
2013,LL survey,Sex combined,55,21,0.0393
2014,LL survey,Sex combined,55,13,0.0232
2015,LL survey,Sex combined,55,12,0.0244
2016,LL survey,Sex combined,55,24,0.0435
2017,LL survey,Sex combined,55,32,0.0536
2018,LL survey,Sex combined,55,31,0.0552
2019,LL survey,Sex combined,55,28,0.06
2020,LL survey,Sex combined,55,57,0.0928
2021,LL survey,Sex combined,55,60,0.0932
2022,LL survey,Sex combined,55,52,0.0802
1997,LL survey,Sex combined,55,9,0.0172
1998,LL survey,Sex combined,55,10,0.0287
1999,LL survey,Sex combined,55,15,0.0549
2000,LL survey,Sex combined,55,17,0.0447
2001,LL survey,Sex combined,55,11,0.0249
2002,LL fishery,Female,57,49,0.0393
2003,LL fishery,Female,57,23,0.0225
2004,LL fishery,Female,57,11,0.007
2005,LL fishery,Female,57,9,0.0071
2006,LL fishery,Female,57,12,0.0112
2007,LL fishery,Female,57,8,0.008
2008,LL fishery,Female,57,3,0.0029
2009,LL fishery,Female,57,5,0.0048
2010,LL fishery,Female,57,3,0.003
2011,LL fishery,Female,57,4,0.0043
2012,LL fishery,Female,57,5,0.0054
2013,LL fishery,Female,57,12,0.0167
2014,LL fishery,Female,57,6,0.0076
2015,LL fishery,Female,57,9,0.0119
2016,LL fishery,Female,57,4,0.0043
2017,LL fishery,Female,57,23,0.0274
2018,LL fishery,Female,57,14,0.0172
2019,LL fishery,Female,57,19,0.0229
2020,LL fishery,Female,57,30,0.0383
2021,LL fishery,Female,57,20,0.0402
2022,LL fishery,Female,57,24,0.0223
2002,LL survey,Female,57,19,0.0646
2003,LL survey,Female,57,24,0.0622
2004,LL survey,Female,57,19,0.0481
2005,LL survey,Female,57,7,0.0139
2006,LL survey,Female,57,8,0.0192
2007,LL survey,Female,57,7,0.0172
2008,LL survey,Female,57,1,0.003
2009,LL survey,Female,57,5,0.0137
2010,LL survey,Female,57,1,0.0031
2011,LL survey,Female,57,15,0.0411
2012,LL survey,Female,57,20,0.0494
2013,LL survey,Female,57,9,0.0353
2014,LL survey,Female,57,4,0.014
2015,LL survey,Female,57,9,0.031
2016,LL survey,Female,57,17,0.054
2017,LL survey,Female,57,24,0.0692
2018,LL survey,Female,57,27,0.0778
2019,LL survey,Female,57,14,0.052
2020,LL survey,Female,57,35,0.0933
2021,LL survey,Female,57,30,0.0813
2022,LL survey,Female,57,27,0.0796
1997,LL survey,Female,57,6,0.0237
1998,LL survey,Female,57,5,0.0255
1999,LL survey,Female,57,7,0.0543
2000,LL survey,Female,57,5,0.0243
2001,LL survey,Female,57,12,0.0663
2002,LL fishery,Male,57,60,0.0588
2003,LL fishery,Male,57,38,0.0498
2004,LL fishery,Male,57,30,0.0393
2005,LL fishery,Male,57,11,0.0217
2006,LL fishery,Male,57,20,0.0328
2007,LL fishery,Male,57,11,0.0214
2008,LL fishery,Male,57,7,0.0133
2009,LL fishery,Male,57,9,0.0173
2010,LL fishery,Male,57,8,0.0145
2011,LL fishery,Male,57,13,0.0236
2012,LL fishery,Male,57,12,0.0198
2013,LL fishery,Male,57,17,0.0249
2014,LL fishery,Male,57,6,0.0105
2015,LL fishery,Male,57,12,0.0266
2016,LL fishery,Male,57,5,0.0097
2017,LL fishery,Male,57,15,0.0249
2018,LL fishery,Male,57,15,0.0296
2019,LL fishery,Male,57,15,0.0292
2020,LL fishery,Male,57,31,0.0607
2021,LL fishery,Male,57,20,0.0837
2022,LL fishery,Male,57,35,0.0886
2002,LL survey,Male,57,24,0.0698
2003,LL survey,Male,57,26,0.066
2004,LL survey,Male,57,29,0.0848
2005,LL survey,Male,57,14,0.0383
2006,LL survey,Male,57,11,0.0348
2007,LL survey,Male,57,19,0.0578
2008,LL survey,Male,57,10,0.037
2009,LL survey,Male,57,6,0.0237
2010,LL survey,Male,57,8,0.0281
2011,LL survey,Male,57,11,0.0354
2012,LL survey,Male,57,19,0.0596
2013,LL survey,Male,57,17,0.0607
2014,LL survey,Male,57,17,0.0618
2015,LL survey,Male,57,13,0.0647
2016,LL survey,Male,57,17,0.0717
2017,LL survey,Male,57,22,0.088
2018,LL survey,Male,57,14,0.0651
2019,LL survey,Male,57,14,0.0707
2020,LL survey,Male,57,21,0.0879
2021,LL survey,Male,57,46,0.1673
2022,LL survey,Male,57,38,0.123
1997,LL survey,Male,57,6,0.0223
1998,LL survey,Male,57,2,0.0131
1999,LL survey,Male,57,7,0.0486
2000,LL survey,Male,57,17,0.0977
2001,LL survey,Male,57,13,0.0498
2002,LL fishery,Sex combined,57,109,0.0481
2003,LL fishery,Sex combined,57,61,0.0342
2004,LL fishery,Sex combined,57,41,0.0176
2005,LL fishery,Sex combined,57,20,0.0113
2006,LL fishery,Sex combined,57,32,0.019
2007,LL fishery,Sex combined,57,19,0.0126
2008,LL fishery,Sex combined,57,10,0.0064
2009,LL fishery,Sex combined,57,14,0.0089
2010,LL fishery,Sex combined,57,11,0.0071
2011,LL fishery,Sex combined,57,17,0.0115
2012,LL fishery,Sex combined,57,17,0.0111
2013,LL fishery,Sex combined,57,29,0.0207
2014,LL fishery,Sex combined,57,12,0.0089
2015,LL fishery,Sex combined,57,21,0.0174
2016,LL fishery,Sex combined,57,9,0.0062
2017,LL fishery,Sex combined,57,38,0.0264
2018,LL fishery,Sex combined,57,29,0.022
2019,LL fishery,Sex combined,57,34,0.0254
2020,LL fishery,Sex combined,57,61,0.0471
2021,LL fishery,Sex combined,57,40,0.0543
2022,LL fishery,Sex combined,57,59,0.0401
2002,LL survey,Sex combined,57,43,0.0674
2003,LL survey,Sex combined,57,50,0.0641
2004,LL survey,Sex combined,57,48,0.0651
2005,LL survey,Sex combined,57,21,0.0242
2006,LL survey,Sex combined,57,19,0.026
2007,LL survey,Sex combined,57,26,0.0353
2008,LL survey,Sex combined,57,11,0.0182
2009,LL survey,Sex combined,57,11,0.0178
2010,LL survey,Sex combined,57,9,0.0149
2011,LL survey,Sex combined,57,26,0.0385
2012,LL survey,Sex combined,57,39,0.053900000000000003
2013,LL survey,Sex combined,57,26,0.0486
2014,LL survey,Sex combined,57,21,0.0375
2015,LL survey,Sex combined,57,22,0.0448
2016,LL survey,Sex combined,57,34,0.0616
2017,LL survey,Sex combined,57,46,0.0771
2018,LL survey,Sex combined,57,41,0.073
2019,LL survey,Sex combined,57,28,0.06
2020,LL survey,Sex combined,57,56,0.0912
2021,LL survey,Sex combined,57,76,0.118
2022,LL survey,Sex combined,57,65,0.1003
1997,LL survey,Sex combined,57,12,0.023
1998,LL survey,Sex combined,57,7,0.0201
1999,LL survey,Sex combined,57,14,0.0513
2000,LL survey,Sex combined,57,22,0.0579
2001,LL survey,Sex combined,57,25,0.0566
2002,LL fishery,Female,59,50,0.0401
2003,LL fishery,Female,59,25,0.0245
2004,LL fishery,Female,59,26,0.0167
2005,LL fishery,Female,59,12,0.0095
2006,LL fishery,Female,59,11,0.0102
2007,LL fishery,Female,59,7,0.007
2008,LL fishery,Female,59,10,0.0097
2009,LL fishery,Female,59,6,0.0057
2010,LL fishery,Female,59,13,0.0131
2011,LL fishery,Female,59,9,0.0097
2012,LL fishery,Female,59,11,0.0118
2013,LL fishery,Female,59,16,0.0223
2014,LL fishery,Female,59,6,0.0076
2015,LL fishery,Female,59,7,0.0092
2016,LL fishery,Female,59,12,0.0129
2017,LL fishery,Female,59,17,0.0202
2018,LL fishery,Female,59,13,0.016
2019,LL fishery,Female,59,15,0.0181
2020,LL fishery,Female,59,28,0.0357
2021,LL fishery,Female,59,23,0.0462
2022,LL fishery,Female,59,47,0.0436
2002,LL survey,Female,59,17,0.0578
2003,LL survey,Female,59,13,0.0337
2004,LL survey,Female,59,15,0.038
2005,LL survey,Female,59,5,0.01
2006,LL survey,Female,59,11,0.0264
2007,LL survey,Female,59,21,0.0515
2008,LL survey,Female,59,4,0.0119
2009,LL survey,Female,59,4,0.011
2010,LL survey,Female,59,1,0.0031
2011,LL survey,Female,59,6,0.0164
2012,LL survey,Female,59,26,0.0642
2013,LL survey,Female,59,8,0.0314
2014,LL survey,Female,59,16,0.0561
2015,LL survey,Female,59,5,0.0172
2016,LL survey,Female,59,15,0.0476
2017,LL survey,Female,59,15,0.0432
2018,LL survey,Female,59,25,0.072
2019,LL survey,Female,59,20,0.0743
2020,LL survey,Female,59,38,0.1013
2021,LL survey,Female,59,42,0.1138
2022,LL survey,Female,59,32,0.0944
1997,LL survey,Female,59,4,0.0158
1998,LL survey,Female,59,4,0.0204
1999,LL survey,Female,59,10,0.0775
2000,LL survey,Female,59,14,0.068
2001,LL survey,Female,59,3,0.0166
2002,LL fishery,Male,59,94,0.0922
2003,LL fishery,Male,59,60,0.0786
2004,LL fishery,Male,59,54,0.0707
2005,LL fishery,Male,59,30,0.0593
2006,LL fishery,Male,59,30,0.0493
2007,LL fishery,Male,59,25,0.0485
2008,LL fishery,Male,59,20,0.0381
2009,LL fishery,Male,59,25,0.048
2010,LL fishery,Male,59,26,0.0473
2011,LL fishery,Male,59,22,0.04
2012,LL fishery,Male,59,32,0.0529
2013,LL fishery,Male,59,40,0.0587
2014,LL fishery,Male,59,21,0.0369
2015,LL fishery,Male,59,18,0.0399
2016,LL fishery,Male,59,18,0.0347
2017,LL fishery,Male,59,26,0.0432
2018,LL fishery,Male,59,28,0.0553
2019,LL fishery,Male,59,31,0.0604
2020,LL fishery,Male,59,47,0.092
2021,LL fishery,Male,59,30,0.1255
2022,LL fishery,Male,59,49,0.1241
2002,LL survey,Male,59,38,0.1105
2003,LL survey,Male,59,36,0.0914
2004,LL survey,Male,59,41,0.1199
2005,LL survey,Male,59,26,0.071
2006,LL survey,Male,59,27,0.0854
2007,LL survey,Male,59,22,0.0669
2008,LL survey,Male,59,28,0.1037
2009,LL survey,Male,59,15,0.0593
2010,LL survey,Male,59,9,0.0316
2011,LL survey,Male,59,19,0.0611
2012,LL survey,Male,59,30,0.094
2013,LL survey,Male,59,27,0.0964
2014,LL survey,Male,59,22,0.08
2015,LL survey,Male,59,19,0.0945
2016,LL survey,Male,59,12,0.0506
2017,LL survey,Male,59,13,0.052
2018,LL survey,Male,59,23,0.107
2019,LL survey,Male,59,20,0.101
2020,LL survey,Male,59,31,0.1297
2021,LL survey,Male,59,49,0.1782
2022,LL survey,Male,59,61,0.1974
1997,LL survey,Male,59,10,0.0372
1998,LL survey,Male,59,3,0.0196
1999,LL survey,Male,59,8,0.0556
2000,LL survey,Male,59,10,0.0575
2001,LL survey,Male,59,17,0.0651
2002,LL fishery,Sex combined,59,144,0.0635
2003,LL fishery,Sex combined,59,85,0.0476
2004,LL fishery,Sex combined,59,80,0.0344
2005,LL fishery,Sex combined,59,42,0.0238
2006,LL fishery,Sex combined,59,41,0.0243
2007,LL fishery,Sex combined,59,32,0.0212
2008,LL fishery,Sex combined,59,30,0.0193
2009,LL fishery,Sex combined,59,31,0.0198
2010,LL fishery,Sex combined,59,39,0.0252
2011,LL fishery,Sex combined,59,31,0.021
2012,LL fishery,Sex combined,59,43,0.028
2013,LL fishery,Sex combined,59,56,0.04
2014,LL fishery,Sex combined,59,27,0.0199
2015,LL fishery,Sex combined,59,25,0.0207
2016,LL fishery,Sex combined,59,30,0.0207
2017,LL fishery,Sex combined,59,43,0.0298
2018,LL fishery,Sex combined,59,41,0.0311
2019,LL fishery,Sex combined,59,46,0.0343
2020,LL fishery,Sex combined,59,75,0.0579
2021,LL fishery,Sex combined,59,53,0.0719
