year,Source,Sex,length_bin,n,proportion
2017,LL survey,Male,51,9,0.036
2018,LL survey,Male,51,10,0.0465
2019,LL survey,Male,51,14,0.0707
2020,LL survey,Male,51,13,0.0544
1997,LL survey,Male,51,1,0.0037
1998,LL survey,Male,51,3,0.0192
1999,LL survey,Male,51,2,0.0119
2000,LL survey,Male,51,8,0.0419
2001,LL survey,Male,51,15,0.057
2002,LL fishery,Sex combined,51,17,0.0073
2003,LL fishery,Sex combined,51,13,0.0072
2004,LL fishery,Sex combined,51,8,0.0034
2005,LL fishery,Sex combined,51,2,0.0011
2006,LL fishery,Sex combined,51,1,6e-4
2007,LL fishery,Sex combined,51,2,0.0013
2008,LL fishery,Sex combined,51,0,0
2009,LL fishery,Sex combined,51,2,0.0013
2010,LL fishery,Sex combined,51,1,6e-4
2011,LL fishery,Sex combined,51,1,7e-4
2012,LL fishery,Sex combined,51,0,0
2013,LL fishery,Sex combined,51,4,0.0029
2014,LL fishery,Sex combined,51,1,7e-4
2015,LL fishery,Sex combined,51,3,0.0025
2016,LL fishery,Sex combined,51,7,0.0048
2017,LL fishery,Sex combined,51,6,0.0042
2018,LL fishery,Sex combined,51,5,0.0038
2019,LL fishery,Sex combined,51,1,7e-4
2020,LL fishery,Sex combined,51,3,0.0023
2002,LL survey,Sex combined,51,10,0.0154
2003,LL survey,Sex combined,51,27,0.0345
2004,LL survey,Sex combined,51,20,0.0271
2005,LL survey,Sex combined,51,0,0
2006,LL survey,Sex combined,51,6,0.0082
2007,LL survey,Sex combined,51,9,0.0117
2008,LL survey,Sex combined,51,2,0.0033
2009,LL survey,Sex combined,51,5,0.0081
2010,LL survey,Sex combined,51,5,0.0083
2011,LL survey,Sex combined,51,19,0.0281
2012,LL survey,Sex combined,51,10,0.0138
2013,LL survey,Sex combined,51,5,0.0093
2014,LL survey,Sex combined,51,2,0.0036
2015,LL survey,Sex combined,51,17,0.0345
2016,LL survey,Sex combined,51,13,0.0234
2017,LL survey,Sex combined,51,18,0.0302
2018,LL survey,Sex combined,51,21,0.0374
2019,LL survey,Sex combined,51,29,0.0621
2020,LL survey,Sex combined,51,26,0.0422
1997,LL survey,Sex combined,51,1,0.0019
1998,LL survey,Sex combined,51,7,0.0198
1999,LL survey,Sex combined,51,6,0.019
2000,LL survey,Sex combined,51,21,0.052
2001,LL survey,Sex combined,51,20,0.045
2002,LL fishery,Female,53,15,0.0117
2003,LL fishery,Female,53,12,0.0116
2004,LL fishery,Female,53,2,0.0013
2005,LL fishery,Female,53,1,8e-4
2006,LL fishery,Female,53,4,0.0037
2007,LL fishery,Female,53,2,0.002
2008,LL fishery,Female,53,0,0
2009,LL fishery,Female,53,0,0
2010,LL fishery,Female,53,2,0.002
2011,LL fishery,Female,53,0,0
2012,LL fishery,Female,53,0,0
2013,LL fishery,Female,53,1,0.0014
2014,LL fishery,Female,53,1,0.0013
2015,LL fishery,Female,53,8,0.0106
2016,LL fishery,Female,53,3,0.0032
2017,LL fishery,Female,53,10,0.0119
2018,LL fishery,Female,53,6,0.0073
2019,LL fishery,Female,53,6,0.0072
2020,LL fishery,Female,53,10,0.0128
2002,LL survey,Female,53,7,0.0233
2003,LL survey,Female,53,11,0.0284
2004,LL survey,Female,53,6,0.0152
2005,LL survey,Female,53,5,0.01
2006,LL survey,Female,53,2,0.0048
2007,LL survey,Female,53,3,0.007
2008,LL survey,Female,53,5,0.0148
2009,LL survey,Female,53,2,0.0055
2010,LL survey,Female,53,3,0.0094
2011,LL survey,Female,53,16,0.0438
2012,LL survey,Female,53,8,0.0197
2013,LL survey,Female,53,3,0.0117
2014,LL survey,Female,53,1,0.0035
2015,LL survey,Female,53,5,0.0171
2016,LL survey,Female,53,12,0.0377
2017,LL survey,Female,53,19,0.0548
2018,LL survey,Female,53,19,0.0548
2019,LL survey,Female,53,14,0.052
2020,LL survey,Female,53,30,0.0796
1997,LL survey,Female,53,2,0.0076
1998,LL survey,Female,53,5,0.0254
1999,LL survey,Female,53,4,0.027
2000,LL survey,Female,53,9,0.0423
2001,LL survey,Female,53,10,0.0552
2002,LL fishery,Male,53,17,0.0164
2003,LL fishery,Male,53,7,0.009
2004,LL fishery,Male,53,3,0.0038
2005,LL fishery,Male,53,5,0.0099
2006,LL fishery,Male,53,2,0.0033
2007,LL fishery,Male,53,1,0.0019
2008,LL fishery,Male,53,0,0
2009,LL fishery,Male,53,0,0
2010,LL fishery,Male,53,1,0.0018
2011,LL fishery,Male,53,2,0.0036
2012,LL fishery,Male,53,2,0.0033
2013,LL fishery,Male,53,6,0.0088
2014,LL fishery,Male,53,1,0.0018
2015,LL fishery,Male,53,1,0.0022
2016,LL fishery,Male,53,3,0.0058
2017,LL fishery,Male,53,7,0.0116
2018,LL fishery,Male,53,9,0.0178
2019,LL fishery,Male,53,2,0.0039
2020,LL fishery,Male,53,3,0.0059
2002,LL survey,Male,53,12,0.0342
2003,LL survey,Male,53,10,0.0254
2004,LL survey,Male,53,12,0.035
2005,LL survey,Male,53,10,0.0273
2006,LL survey,Male,53,0,0
2007,LL survey,Male,53,6,0.0178
2008,LL survey,Male,53,7,0.0258
2009,LL survey,Male,53,3,0.0119
2010,LL survey,Male,53,6,0.0211
2011,LL survey,Male,53,12,0.0386
2012,LL survey,Male,53,9,0.0282
2013,LL survey,Male,53,6,0.0214
2014,LL survey,Male,53,3,0.0109
2015,LL survey,Male,53,4,0.0199
2016,LL survey,Male,53,9,0.038
2017,LL survey,Male,53,14,0.056
2018,LL survey,Male,53,13,0.0605
2019,LL survey,Male,53,9,0.0455
2020,LL survey,Male,53,24,0.1004
1997,LL survey,Male,53,2,0.0074
1998,LL survey,Male,53,5,0.0321
1999,LL survey,Male,53,13,0.0774
2000,LL survey,Male,53,5,0.0262
2001,LL survey,Male,53,11,0.0418
2002,LL fishery,Sex combined,53,32,0.0138
2003,LL fishery,Sex combined,53,19,0.0105
2004,LL fishery,Sex combined,53,5,0.0021
2005,LL fishery,Sex combined,53,6,0.0034
2006,LL fishery,Sex combined,53,6,0.0035
2007,LL fishery,Sex combined,53,3,0.002
2008,LL fishery,Sex combined,53,0,0
2009,LL fishery,Sex combined,53,0,0
2010,LL fishery,Sex combined,53,3,0.0019
2011,LL fishery,Sex combined,53,2,0.0014
2012,LL fishery,Sex combined,53,2,0.0013
2013,LL fishery,Sex combined,53,7,0.005
2014,LL fishery,Sex combined,53,2,0.0015
2015,LL fishery,Sex combined,53,9,0.0074
2016,LL fishery,Sex combined,53,6,0.0041
2017,LL fishery,Sex combined,53,17,0.0118
2018,LL fishery,Sex combined,53,15,0.0113
2019,LL fishery,Sex combined,53,8,0.006
2020,LL fishery,Sex combined,53,13,0.01
2002,LL survey,Sex combined,53,19,0.0292
2003,LL survey,Sex combined,53,21,0.0269
2004,LL survey,Sex combined,53,18,0.0244
2005,LL survey,Sex combined,53,15,0.0173
2006,LL survey,Sex combined,53,2,0.0027
2007,LL survey,Sex combined,53,9,0.0117
2008,LL survey,Sex combined,53,12,0.0197
2009,LL survey,Sex combined,53,5,0.0081
2010,LL survey,Sex combined,53,9,0.0149
2011,LL survey,Sex combined,53,28,0.0414
2012,LL survey,Sex combined,53,17,0.0234
2013,LL survey,Sex combined,53,9,0.0168
2014,LL survey,Sex combined,53,4,0.0071
2015,LL survey,Sex combined,53,9,0.0183
2016,LL survey,Sex combined,53,21,0.0378
2017,LL survey,Sex combined,53,33,0.0553
2018,LL survey,Sex combined,53,32,0.0569
2019,LL survey,Sex combined,53,23,0.0493
2020,LL survey,Sex combined,53,54,0.0877
1997,LL survey,Sex combined,53,4,0.0075
1998,LL survey,Sex combined,53,10,0.0283
1999,LL survey,Sex combined,53,17,0.0538
2000,LL survey,Sex combined,53,14,0.0347
2001,LL survey,Sex combined,53,21,0.0473
2002,LL fishery,Female,55,28,0.0219
2003,LL fishery,Female,55,8,0.0078
2004,LL fishery,Female,55,10,0.0063
2005,LL fishery,Female,55,3,0.0024
2006,LL fishery,Female,55,4,0.0037
2007,LL fishery,Female,55,2,0.002
2008,LL fishery,Female,55,2,0.0019
2009,LL fishery,Female,55,1,0.001
2010,LL fishery,Female,55,1,0.001
2011,LL fishery,Female,55,7,0.0076
2012,LL fishery,Female,55,7,0.0075
2013,LL fishery,Female,55,7,0.0098
2014,LL fishery,Female,55,6,0.0076
2015,LL fishery,Female,55,3,0.004
2016,LL fishery,Female,55,5,0.0053
2017,LL fishery,Female,55,12,0.0143
2018,LL fishery,Female,55,6,0.0073
2019,LL fishery,Female,55,5,0.006
2020,LL fishery,Female,55,18,0.023
2002,LL survey,Female,55,21,0.07
2003,LL survey,Female,55,13,0.0335
2004,LL survey,Female,55,14,0.0354
2005,LL survey,Female,55,5,0.01
2006,LL survey,Female,55,6,0.0144
2007,LL survey,Female,55,11,0.0256
2008,LL survey,Female,55,3,0.0089
2009,LL survey,Female,55,3,0.0082
2010,LL survey,Female,55,2,0.0063
2011,LL survey,Female,55,17,0.0466
2012,LL survey,Female,55,13,0.0319
2013,LL survey,Female,55,6,0.0234
2014,LL survey,Female,55,4,0.014
2015,LL survey,Female,55,7,0.024
2016,LL survey,Female,55,10,0.0314
2017,LL survey,Female,55,16,0.0461
2018,LL survey,Female,55,21,0.0605
2019,LL survey,Female,55,13,0.0483
2020,LL survey,Female,55,32,0.0849
1997,LL survey,Female,55,8,0.0305
1998,LL survey,Female,55,6,0.0305
1999,LL survey,Female,55,12,0.0811
2000,LL survey,Female,55,9,0.0423
2001,LL survey,Female,55,3,0.0166
2002,LL fishery,Male,55,31,0.0299
2003,LL fishery,Male,55,19,0.0245
2004,LL fishery,Male,55,12,0.0153
2005,LL fishery,Male,55,4,0.0079
2006,LL fishery,Male,55,7,0.0115
2007,LL fishery,Male,55,4,0.0078
2008,LL fishery,Male,55,4,0.0076
2009,LL fishery,Male,55,0,0
2010,LL fishery,Male,55,5,0.0091
2011,LL fishery,Male,55,3,0.0055
2012,LL fishery,Male,55,6,0.0099
2013,LL fishery,Male,55,15,0.0219
2014,LL fishery,Male,55,2,0.0035
2015,LL fishery,Male,55,2,0.0044
2016,LL fishery,Male,55,8,0.0154
2017,LL fishery,Male,55,13,0.0216
2018,LL fishery,Male,55,8,0.0158
2019,LL fishery,Male,55,5,0.0097
2020,LL fishery,Male,55,5,0.0098
2002,LL survey,Male,55,12,0.0342
2003,LL survey,Male,55,24,0.0609
2004,LL survey,Male,55,13,0.0379
2005,LL survey,Male,55,10,0.0273
2006,LL survey,Male,55,4,0.0126
2007,LL survey,Male,55,12,0.0356
2008,LL survey,Male,55,3,0.0111
2009,LL survey,Male,55,6,0.0237
2010,LL survey,Male,55,7,0.0246
2011,LL survey,Male,55,7,0.0225
2012,LL survey,Male,55,14,0.0439
2013,LL survey,Male,55,15,0.0536
2014,LL survey,Male,55,9,0.0327
2015,LL survey,Male,55,5,0.0249
2016,LL survey,Male,55,14,0.0591
2017,LL survey,Male,55,16,0.064
2018,LL survey,Male,55,10,0.0465
2019,LL survey,Male,55,15,0.0758
2020,LL survey,Male,55,25,0.1046
1997,LL survey,Male,55,1,0.0037
1998,LL survey,Male,55,4,0.0256
1999,LL survey,Male,55,8,0.0476
2000,LL survey,Male,55,8,0.0419
2001,LL survey,Male,55,8,0.0304
2002,LL fishery,Sex combined,55,59,0.0255
2003,LL fishery,Sex combined,55,27,0.015
2004,LL fishery,Sex combined,55,22,0.0093
2005,LL fishery,Sex combined,55,7,0.004
2006,LL fishery,Sex combined,55,11,0.0065
2007,LL fishery,Sex combined,55,6,0.004
2008,LL fishery,Sex combined,55,6,0.0039
2009,LL fishery,Sex combined,55,1,6e-4
2010,LL fishery,Sex combined,55,6,0.0039
2011,LL fishery,Sex combined,55,10,0.0068
2012,LL fishery,Sex combined,55,13,0.0085
2013,LL fishery,Sex combined,55,22,0.0157
2014,LL fishery,Sex combined,55,8,0.0059
2015,LL fishery,Sex combined,55,5,0.0041
2016,LL fishery,Sex combined,55,13,0.0089
2017,LL fishery,Sex combined,55,25,0.0173
2018,LL fishery,Sex combined,55,14,0.0106
2019,LL fishery,Sex combined,55,10,0.0075
2020,LL fishery,Sex combined,55,23,0.0178
2002,LL survey,Sex combined,55,33,0.0507
2003,LL survey,Sex combined,55,37,0.0473
2004,LL survey,Sex combined,55,27,0.0366
2005,LL survey,Sex combined,55,15,0.0173
2006,LL survey,Sex combined,55,10,0.0136
2007,LL survey,Sex combined,55,23,0.03
2008,LL survey,Sex combined,55,6,0.0099
2009,LL survey,Sex combined,55,9,0.0145
2010,LL survey,Sex combined,55,9,0.0149
2011,LL survey,Sex combined,55,24,0.0355
2012,LL survey,Sex combined,55,27,0.0372
2013,LL survey,Sex combined,55,21,0.0392
2014,LL survey,Sex combined,55,13,0.0232
2015,LL survey,Sex combined,55,12,0.0243
2016,LL survey,Sex combined,55,24,0.0432
2017,LL survey,Sex combined,55,32,0.0536
2018,LL survey,Sex combined,55,31,0.0552
2019,LL survey,Sex combined,55,28,0.06
2020,LL survey,Sex combined,55,57,0.0925
1997,LL survey,Sex combined,55,9,0.0169
1998,LL survey,Sex combined,55,10,0.0283
1999,LL survey,Sex combined,55,20,0.0633
2000,LL survey,Sex combined,55,17,0.0421
2001,LL survey,Sex combined,55,11,0.0248
2002,LL fishery,Female,57,51,0.0399
2003,LL fishery,Female,57,23,0.0223
2004,LL fishery,Female,57,12,0.0075
2005,LL fishery,Female,57,9,0.0071
2006,LL fishery,Female,57,12,0.0111
2007,LL fishery,Female,57,8,0.008
2008,LL fishery,Female,57,3,0.0029
2009,LL fishery,Female,57,5,0.0048
2010,LL fishery,Female,57,3,0.003
2011,LL fishery,Female,57,4,0.0043
2012,LL fishery,Female,57,5,0.0054
2013,LL fishery,Female,57,12,0.0167
2014,LL fishery,Female,57,6,0.0076
2015,LL fishery,Female,57,9,0.0119
2016,LL fishery,Female,57,4,0.0043
2017,LL fishery,Female,57,23,0.0274
2018,LL fishery,Female,57,15,0.0184
2019,LL fishery,Female,57,19,0.0229
2020,LL fishery,Female,57,30,0.0383
2002,LL survey,Female,57,19,0.0633
2003,LL survey,Female,57,24,0.0619
2004,LL survey,Female,57,19,0.0481
2005,LL survey,Female,57,7,0.0139
2006,LL survey,Female,57,8,0.0192
2007,LL survey,Female,57,7,0.0163
2008,LL survey,Female,57,1,0.003
2009,LL survey,Female,57,5,0.0137
2010,LL survey,Female,57,1,0.0031
2011,LL survey,Female,57,15,0.0411
2012,LL survey,Female,57,20,0.0491
2013,LL survey,Female,57,9,0.0352
2014,LL survey,Female,57,4,0.014
2015,LL survey,Female,57,9,0.0308
2016,LL survey,Female,57,17,0.0535
2017,LL survey,Female,57,24,0.0692
2018,LL survey,Female,57,27,0.0778
2019,LL survey,Female,57,14,0.052
2020,LL survey,Female,57,35,0.0928
1997,LL survey,Female,57,6,0.0229
1998,LL survey,Female,57,5,0.0254
1999,LL survey,Female,57,8,0.0541
2000,LL survey,Female,57,6,0.0282
2001,LL survey,Female,57,12,0.0663
2002,LL fishery,Male,57,60,0.0578
2003,LL fishery,Male,57,38,0.0491
2004,LL fishery,Male,57,30,0.0383
2005,LL fishery,Male,57,11,0.0217
2006,LL fishery,Male,57,20,0.0328
2007,LL fishery,Male,57,11,0.0214
2008,LL fishery,Male,57,7,0.0133
2009,LL fishery,Male,57,9,0.0173
2010,LL fishery,Male,57,8,0.0145
2011,LL fishery,Male,57,13,0.0236
2012,LL fishery,Male,57,12,0.0198
2013,LL fishery,Male,57,17,0.0249
2014,LL fishery,Male,57,6,0.0105
2015,LL fishery,Male,57,12,0.0265
2016,LL fishery,Male,57,5,0.0096
2017,LL fishery,Male,57,15,0.0249
2018,LL fishery,Male,57,15,0.0296
2019,LL fishery,Male,57,15,0.0292
2020,LL fishery,Male,57,31,0.0607
2002,LL survey,Male,57,24,0.0684
2003,LL survey,Male,57,26,0.066
2004,LL survey,Male,57,29,0.0845
2005,LL survey,Male,57,14,0.0383
2006,LL survey,Male,57,11,0.0347
2007,LL survey,Male,57,19,0.0564
2008,LL survey,Male,57,10,0.0369
2009,LL survey,Male,57,6,0.0237
2010,LL survey,Male,57,8,0.0281
2011,LL survey,Male,57,11,0.0354
2012,LL survey,Male,57,19,0.0596
2013,LL survey,Male,57,17,0.0607
2014,LL survey,Male,57,17,0.0618
2015,LL survey,Male,57,13,0.0647
2016,LL survey,Male,57,17,0.0717
2017,LL survey,Male,57,22,0.088
2018,LL survey,Male,57,14,0.0651
2019,LL survey,Male,57,14,0.0707
2020,LL survey,Male,57,21,0.0879
1997,LL survey,Male,57,6,0.0222
1998,LL survey,Male,57,2,0.0128
1999,LL survey,Male,57,8,0.0476
2000,LL survey,Male,57,18,0.0942
2001,LL survey,Male,57,13,0.0494
2002,LL fishery,Sex combined,57,111,0.0479
2003,LL fishery,Sex combined,57,61,0.0338
2004,LL fishery,Sex combined,57,42,0.0177
2005,LL fishery,Sex combined,57,20,0.0113
2006,LL fishery,Sex combined,57,32,0.0189
2007,LL fishery,Sex combined,57,19,0.0126
2008,LL fishery,Sex combined,57,10,0.0064
2009,LL fishery,Sex combined,57,14,0.0089
2010,LL fishery,Sex combined,57,11,0.0071
2011,LL fishery,Sex combined,57,17,0.0115
2012,LL fishery,Sex combined,57,17,0.0111
2013,LL fishery,Sex combined,57,29,0.0207
2014,LL fishery,Sex combined,57,12,0.0089
2015,LL fishery,Sex combined,57,21,0.0174
2016,LL fishery,Sex combined,57,9,0.0062
2017,LL fishery,Sex combined,57,38,0.0263
2018,LL fishery,Sex combined,57,30,0.0227
2019,LL fishery,Sex combined,57,34,0.0254
2020,LL fishery,Sex combined,57,61,0.0471
2002,LL survey,Sex combined,57,43,0.0661
2003,LL survey,Sex combined,57,50,0.0639
2004,LL survey,Sex combined,57,48,0.065
2005,LL survey,Sex combined,57,21,0.0242
2006,LL survey,Sex combined,57,19,0.0259
2007,LL survey,Sex combined,57,26,0.0339
2008,LL survey,Sex combined,57,11,0.0181
2009,LL survey,Sex combined,57,11,0.0178
2010,LL survey,Sex combined,57,9,0.0149
2011,LL survey,Sex combined,57,26,0.0385
2012,LL survey,Sex combined,57,39,0.0537
2013,LL survey,Sex combined,57,26,0.0485
2014,LL survey,Sex combined,57,21,0.0374
2015,LL survey,Sex combined,57,22,0.0446
2016,LL survey,Sex combined,57,34,0.0613
2017,LL survey,Sex combined,57,46,0.0771
2018,LL survey,Sex combined,57,41,0.073
2019,LL survey,Sex combined,57,28,0.06
2020,LL survey,Sex combined,57,56,0.0909
1997,LL survey,Sex combined,57,12,0.0226
1998,LL survey,Sex combined,57,7,0.0198
1999,LL survey,Sex combined,57,16,0.0506
2000,LL survey,Sex combined,57,24,0.0594
2001,LL survey,Sex combined,57,25,0.0563
2002,LL fishery,Female,59,51,0.0399
2003,LL fishery,Female,59,25,0.0242
2004,LL fishery,Female,59,26,0.0163
2005,LL fishery,Female,59,12,0.0095
2006,LL fishery,Female,59,11,0.0102
2007,LL fishery,Female,59,7,0.007
2008,LL fishery,Female,59,10,0.0097
2009,LL fishery,Female,59,6,0.0057
2010,LL fishery,Female,59,13,0.0131
2011,LL fishery,Female,59,9,0.0097
2012,LL fishery,Female,59,11,0.0118
2013,LL fishery,Female,59,16,0.0223
2014,LL fishery,Female,59,6,0.0076
2015,LL fishery,Female,59,7,0.0092
2016,LL fishery,Female,59,12,0.0128
2017,LL fishery,Female,59,17,0.0202
2018,LL fishery,Female,59,13,0.0159
2019,LL fishery,Female,59,15,0.0181
2020,LL fishery,Female,59,28,0.0357
2002,LL survey,Female,59,17,0.0567
2003,LL survey,Female,59,13,0.0335
2004,LL survey,Female,59,15,0.038
2005,LL survey,Female,59,5,0.01
2006,LL survey,Female,59,11,0.0264
2007,LL survey,Female,59,21,0.049
2008,LL survey,Female,59,4,0.0118
2009,LL survey,Female,59,4,0.0109
2010,LL survey,Female,59,1,0.0031
2011,LL survey,Female,59,6,0.0164
2012,LL survey,Female,59,26,0.0639
2013,LL survey,Female,59,8,0.0312
2014,LL survey,Female,59,16,0.0559
2015,LL survey,Female,59,5,0.0171
2016,LL survey,Female,59,16,0.0503
2017,LL survey,Female,59,15,0.0432
2018,LL survey,Female,59,25,0.072
2019,LL survey,Female,59,20,0.0743
2020,LL survey,Female,59,38,0.1008
1997,LL survey,Female,59,4,0.0153
1998,LL survey,Female,59,4,0.0203
1999,LL survey,Female,59,11,0.0743
2000,LL survey,Female,59,14,0.0657
2001,LL survey,Female,59,3,0.0166
2002,LL fishery,Male,59,95,0.0915
2003,LL fishery,Male,59,62,0.0801
2004,LL fishery,Male,59,54,0.0689
2005,LL fishery,Male,59,30,0.0592
2006,LL fishery,Male,59,30,0.0492
2007,LL fishery,Male,59,25,0.0485
2008,LL fishery,Male,59,20,0.0381
2009,LL fishery,Male,59,25,0.048
2010,LL fishery,Male,59,26,0.0473
2011,LL fishery,Male,59,22,0.04
2012,LL fishery,Male,59,32,0.0529
2013,LL fishery,Male,59,40,0.0585
2014,LL fishery,Male,59,21,0.0369
2015,LL fishery,Male,59,18,0.0398
2016,LL fishery,Male,59,18,0.0346
2017,LL fishery,Male,59,26,0.0431
2018,LL fishery,Male,59,28,0.0553
2019,LL fishery,Male,59,31,0.0604
2020,LL fishery,Male,59,47,0.092
2002,LL survey,Male,59,39,0.1111
2003,LL survey,Male,59,36,0.0914
2004,LL survey,Male,59,41,0.1195
2005,LL survey,Male,59,26,0.071
2006,LL survey,Male,59,27,0.0852
2007,LL survey,Male,59,22,0.0653
2008,LL survey,Male,59,28,0.1033
2009,LL survey,Male,59,15,0.0593
2010,LL survey,Male,59,9,0.0316
2011,LL survey,Male,59,19,0.0611
2012,LL survey,Male,59,30,0.094
2013,LL survey,Male,59,27,0.0964
2014,LL survey,Male,59,22,0.08
2015,LL survey,Male,59,19,0.0945
2016,LL survey,Male,59,12,0.0506
2017,LL survey,Male,59,13,0.052
2018,LL survey,Male,59,23,0.107
2019,LL survey,Male,59,20,0.101
2020,LL survey,Male,59,31,0.1297
1997,LL survey,Male,59,10,0.037
1998,LL survey,Male,59,3,0.0192
1999,LL survey,Male,59,10,0.0595
2000,LL survey,Male,59,10,0.0524
2001,LL survey,Male,59,17,0.0646
2002,LL fishery,Sex combined,59,146,0.063
2003,LL fishery,Sex combined,59,87,0.0482
2004,LL fishery,Sex combined,59,80,0.0337
2005,LL fishery,Sex combined,59,42,0.0238
2006,LL fishery,Sex combined,59,41,0.0242
2007,LL fishery,Sex combined,59,32,0.0212
2008,LL fishery,Sex combined,59,30,0.0193
2009,LL fishery,Sex combined,59,31,0.0198
2010,LL fishery,Sex combined,59,39,0.0252
2011,LL fishery,Sex combined,59,31,0.021
2012,LL fishery,Sex combined,59,43,0.028
2013,LL fishery,Sex combined,59,56,0.04
2014,LL fishery,Sex combined,59,27,0.0199
2015,LL fishery,Sex combined,59,25,0.0207
2016,LL fishery,Sex combined,59,30,0.0205
2017,LL fishery,Sex combined,59,43,0.0298
2018,LL fishery,Sex combined,59,41,0.031
2019,LL fishery,Sex combined,59,46,0.0343
2020,LL fishery,Sex combined,59,75,0.0579
2002,LL survey,Sex combined,59,56,0.086
2003,LL survey,Sex combined,59,49,0.0627
2004,LL survey,Sex combined,59,56,0.0759
2005,LL survey,Sex combined,59,31,0.0357
2006,LL survey,Sex combined,59,38,0.0518
2007,LL survey,Sex combined,59,43,0.0561
2008,LL survey,Sex combined,59,32,0.0525
2009,LL survey,Sex combined,59,19,0.0307
2010,LL survey,Sex combined,59,10,0.0165
2011,LL survey,Sex combined,59,25,0.037
2012,LL survey,Sex combined,59,56,0.0771
2013,LL survey,Sex combined,59,35,0.0653
2014,LL survey,Sex combined,59,38,0.0677
2015,LL survey,Sex combined,59,24,0.0487
2016,LL survey,Sex combined,59,28,0.0505
2017,LL survey,Sex combined,59,28,0.0469
2018,LL survey,Sex combined,59,48,0.0854
2019,LL survey,Sex combined,59,40,0.0857
2020,LL survey,Sex combined,59,69,0.112
1997,LL survey,Sex combined,59,14,0.0263
1998,LL survey,Sex combined,59,7,0.0198
1999,LL survey,Sex combined,59,21,0.0665
2000,LL survey,Sex combined,59,24,0.0594
2001,LL survey,Sex combined,59,20,0.045
2002,LL fishery,Female,61,64,0.0501
2003,LL fishery,Female,61,26,0.0252
2004,LL fishery,Female,61,59,0.0371
2005,LL fishery,Female,61,33,0.0262
2006,LL fishery,Female,61,16,0.0148
2007,LL fishery,Female,61,14,0.014
2008,LL fishery,Female,61,16,0.0156
2009,LL fishery,Female,61,2,0.0019
2010,LL fishery,Female,61,10,0.01
2011,LL fishery,Female,61,17,0.0184
2012,LL fishery,Female,61,19,0.0204
2013,LL fishery,Female,61,21,0.0293
2014,LL fishery,Female,61,17,0.0216
2015,LL fishery,Female,61,11,0.0145
2016,LL fishery,Female,61,15,0.0159
2017,LL fishery,Female,61,33,0.0393
2018,LL fishery,Female,61,24,0.0294
2019,LL fishery,Female,61,31,0.0374
2020,LL fishery,Female,61,66,0.0842
2002,LL survey,Female,61,18,0.06
2003,LL survey,Female,61,17,0.0438
2004,LL survey,Female,61,19,0.0481
2005,LL survey,Female,61,15,0.0299
2006,LL survey,Female,61,8,0.0192
2007,LL survey,Female,61,11,0.0256
2008,LL survey,Female,61,14,0.0414
2009,LL survey,Female,61,3,0.0082
2010,LL survey,Female,61,7,0.0219
2011,LL survey,Female,61,6,0.0164
2012,LL survey,Female,61,16,0.0393
2013,LL survey,Female,61,16,0.0625
2014,LL survey,Female,61,13,0.0455
2015,LL survey,Female,61,13,0.0445
2016,LL survey,Female,61,15,0.0472
2017,LL survey,Female,61,26,0.0749
2018,LL survey,Female,61,20,0.0576
2019,LL survey,Female,61,26,0.0967
2020,LL survey,Female,61,33,0.0875
1997,LL survey,Female,61,7,0.0267
1998,LL survey,Female,61,6,0.0305
1999,LL survey,Female,61,12,0.0811
2000,LL survey,Female,61,5,0.0235
2001,LL survey,Female,61,5,0.0276
2002,LL fishery,Male,61,112,0.1079
2003,LL fishery,Male,61,109,0.1408
2004,LL fishery,Male,61,122,0.1556
2005,LL fishery,Male,61,51,0.1006
2006,LL fishery,Male,61,73,0.1197
2007,LL fishery,Male,61,56,0.1087
2008,LL fishery,Male,61,53,0.101
2009,LL fishery,Male,61,46,0.0883
2010,LL fishery,Male,61,58,0.1055
2011,LL fishery,Male,61,36,0.0655
2012,LL fishery,Male,61,57,0.0942
2013,LL fishery,Male,61,60,0.0877
2014,LL fishery,Male,61,54,0.0949
2015,LL fishery,Male,61,30,0.0664
2016,LL fishery,Male,61,46,0.0885
2017,LL fishery,Male,61,43,0.0713
2018,LL fishery,Male,61,32,0.0632
2019,LL fishery,Male,61,33,0.0643
2020,LL fishery,Male,61,55,0.1076
2002,LL survey,Male,61,46,0.1311
2003,LL survey,Male,61,57,0.1447
2004,LL survey,Male,61,44,0.1283
2005,LL survey,Male,61,44,0.1202
2006,LL survey,Male,61,41,0.1293
2007,LL survey,Male,61,48,0.1424
2008,LL survey,Male,61,39,0.1439
2009,LL survey,Male,61,28,0.1107
2010,LL survey,Male,61,32,0.1123
2011,LL survey,Male,61,29,0.0932
2012,LL survey,Male,61,37,0.116
2013,LL survey,Male,61,43,0.1536
2014,LL survey,Male,61,31,0.1127
2015,LL survey,Male,61,15,0.0746
2016,LL survey,Male,61,26,0.1097
2017,LL survey,Male,61,36,0.144
2018,LL survey,Male,61,20,0.093
2019,LL survey,Male,61,24,0.1212
2020,LL survey,Male,61,33,0.1381
1997,LL survey,Male,61,16,0.0593
1998,LL survey,Male,61,11,0.0705
1999,LL survey,Male,61,17,0.1012
2000,LL survey,Male,61,21,0.1099
2001,LL survey,Male,61,21,0.0798
2002,LL fishery,Sex combined,61,176,0.076
2003,LL fishery,Sex combined,61,135,0.0748
2004,LL fishery,Sex combined,61,181,0.0762
