year,Source,Sex,age,n,proportion,Age
2014,LL survey,Sex combined,11,35,0.06195,11
2015,LL survey,Sex combined,11,28,0.05634,11
2016,LL survey,Sex combined,11,22,0.03957,11
2017,LL survey,Sex combined,11,17,0.02782,11
2018,LL survey,Sex combined,11,23,0.03959,11
2019,LL survey,Sex combined,11,19,0.03918,11
1997,LL survey,Sex combined,11,19,0.03538,11
1998,LL survey,Sex combined,11,9,0.02528,11
1999,LL survey,Sex combined,11,5,0.01471,11
2000,LL survey,Sex combined,11,14,0.03423,11
2001,LL survey,Sex combined,11,17,0.03712,11
2002,LL fishery,Female,12,60,0.04736,12
2003,LL fishery,Female,12,22,0.02138,12
2004,LL fishery,Female,12,43,0.02785,12
2005,LL fishery,Female,12,47,0.03769,12
2006,LL fishery,Female,12,64,0.05948,12
2007,LL fishery,Female,12,80,0.08114,12
2008,LL fishery,Female,12,76,0.07488,12
2009,LL fishery,Female,12,86,0.08222,12
2010,LL fishery,Female,12,86,0.08776,12
2011,LL fishery,Female,12,58,0.06311,12
2012,LL fishery,Female,12,69,0.07468,12
2013,LL fishery,Female,12,42,0.06402,12
2014,LL fishery,Female,12,48,0.06178,12
2015,LL fishery,Female,12,43,0.0571,12
2016,LL fishery,Female,12,44,0.04762,12
2017,LL fishery,Female,12,40,0.04819,12
2018,LL fishery,Female,12,29,0.03567,12
2019,LL fishery,Female,12,32,0.03975,12
2002,LL survey,Female,12,8,0.02632,12
2003,LL survey,Female,12,16,0.04092,12
2004,LL survey,Female,12,12,0.02927,12
2005,LL survey,Female,12,32,0.0625,12
2006,LL survey,Female,12,31,0.07381,12
2007,LL survey,Female,12,25,0.05721,12
2008,LL survey,Female,12,35,0.10294,12
2009,LL survey,Female,12,33,0.09016,12
2010,LL survey,Female,12,31,0.09688,12
2011,LL survey,Female,12,14,0.03836,12
2012,LL survey,Female,12,19,0.04668,12
2013,LL survey,Female,12,15,0.05747,12
2014,LL survey,Female,12,18,0.06228,12
2015,LL survey,Female,12,23,0.0785,12
2016,LL survey,Female,12,10,0.03145,12
2017,LL survey,Female,12,11,0.03134,12
2018,LL survey,Female,12,13,0.03683,12
2019,LL survey,Female,12,9,0.03249,12
1997,LL survey,Female,12,8,0.0303,12
1998,LL survey,Female,12,7,0.03535,12
1999,LL survey,Female,12,2,0.01282,12
2000,LL survey,Female,12,5,0.02315,12
2001,LL survey,Female,12,7,0.03825,12
2002,LL fishery,Male,12,27,0.02626,12
2003,LL fishery,Male,12,20,0.02604,12
2004,LL fishery,Male,12,20,0.02594,12
2005,LL fishery,Male,12,14,0.02783,12
2006,LL fishery,Male,12,24,0.03967,12
2007,LL fishery,Male,12,28,0.0549,12
2008,LL fishery,Male,12,29,0.05609,12
2009,LL fishery,Male,12,32,0.06226,12
2010,LL fishery,Male,12,34,0.06204,12
2011,LL fishery,Male,12,22,0.04022,12
2012,LL fishery,Male,12,28,0.04667,12
2013,LL fishery,Male,12,41,0.06269,12
2014,LL fishery,Male,12,37,0.06595,12
2015,LL fishery,Male,12,19,0.04204,12
2016,LL fishery,Male,12,16,0.03187,12
2017,LL fishery,Male,12,22,0.03729,12
2018,LL fishery,Male,12,16,0.03181,12
2019,LL fishery,Male,12,19,0.03862,12
2002,LL survey,Male,12,3,0.00829,12
2003,LL survey,Male,12,10,0.02506,12
2004,LL survey,Male,12,11,0.02997,12
2005,LL survey,Male,12,12,0.03252,12
2006,LL survey,Male,12,18,0.05643,12
2007,LL survey,Male,12,16,0.0472,12
2008,LL survey,Male,12,21,0.07692,12
2009,LL survey,Male,12,17,0.06719,12
2010,LL survey,Male,12,25,0.08772,12
2011,LL survey,Male,12,16,0.05145,12
2012,LL survey,Male,12,11,0.03448,12
2013,LL survey,Male,12,15,0.0519,12
2014,LL survey,Male,12,8,0.02899,12
2015,LL survey,Male,12,8,0.03922,12
2016,LL survey,Male,12,5,0.02101,12
2017,LL survey,Male,12,10,0.03846,12
2018,LL survey,Male,12,5,0.02193,12
2019,LL survey,Male,12,7,0.03365,12
1997,LL survey,Male,12,9,0.03297,12
1998,LL survey,Male,12,4,0.02532,12
1999,LL survey,Male,12,0,0,12
2000,LL survey,Male,12,2,0.01036,12
2001,LL survey,Male,12,12,0.04364,12
2002,LL fishery,Sex combined,12,87,0.03791,12
2003,LL fishery,Sex combined,12,42,0.02337,12
2004,LL fishery,Sex combined,12,63,0.02721,12
2005,LL fishery,Sex combined,12,61,0.03486,12
2006,LL fishery,Sex combined,12,88,0.05235,12
2007,LL fishery,Sex combined,12,108,0.07219,12
2008,LL fishery,Sex combined,12,105,0.06854,12
2009,LL fishery,Sex combined,12,118,0.07564,12
2010,LL fishery,Sex combined,12,120,0.07853,12
2011,LL fishery,Sex combined,12,80,0.05457,12
2012,LL fishery,Sex combined,12,97,0.06365,12
2013,LL fishery,Sex combined,12,83,0.06336,12
2014,LL fishery,Sex combined,12,85,0.06353,12
2015,LL fishery,Sex combined,12,62,0.05145,12
2016,LL fishery,Sex combined,12,60,0.04208,12
2017,LL fishery,Sex combined,12,62,0.04366,12
2018,LL fishery,Sex combined,12,45,0.03419,12
2019,LL fishery,Sex combined,12,51,0.03932,12
2002,LL survey,Sex combined,12,11,0.01652,12
2003,LL survey,Sex combined,12,26,0.03291,12
2004,LL survey,Sex combined,12,23,0.0296,12
2005,LL survey,Sex combined,12,44,0.04994,12
2006,LL survey,Sex combined,12,49,0.06631,12
2007,LL survey,Sex combined,12,41,0.05284,12
2008,LL survey,Sex combined,12,56,0.09135,12
2009,LL survey,Sex combined,12,50,0.08078,12
2010,LL survey,Sex combined,12,56,0.09256,12
2011,LL survey,Sex combined,12,30,0.04438,12
2012,LL survey,Sex combined,12,30,0.04132,12
2013,LL survey,Sex combined,12,30,0.05455,12
2014,LL survey,Sex combined,12,26,0.04602,12
2015,LL survey,Sex combined,12,31,0.06237,12
2016,LL survey,Sex combined,12,15,0.02698,12
2017,LL survey,Sex combined,12,21,0.03437,12
2018,LL survey,Sex combined,12,18,0.03098,12
2019,LL survey,Sex combined,12,16,0.03299,12
1997,LL survey,Sex combined,12,17,0.03166,12
1998,LL survey,Sex combined,12,11,0.0309,12
1999,LL survey,Sex combined,12,2,0.00588,12
2000,LL survey,Sex combined,12,7,0.01711,12
2001,LL survey,Sex combined,12,19,0.04148,12
2002,LL fishery,Female,13,64,0.05051,13
2003,LL fishery,Female,13,22,0.02138,13
2004,LL fishery,Female,13,24,0.01554,13
2005,LL fishery,Female,13,31,0.02486,13
2006,LL fishery,Female,13,44,0.04089,13
2007,LL fishery,Female,13,32,0.03245,13
2008,LL fishery,Female,13,58,0.05714,13
2009,LL fishery,Female,13,92,0.08795,13
2010,LL fishery,Female,13,91,0.09286,13
2011,LL fishery,Female,13,81,0.08814,13
2012,LL fishery,Female,13,73,0.079,13
2013,LL fishery,Female,13,33,0.0503,13
2014,LL fishery,Female,13,42,0.05405,13
2015,LL fishery,Female,13,38,0.05046,13
2016,LL fishery,Female,13,42,0.04545,13
2017,LL fishery,Female,13,32,0.03855,13
2018,LL fishery,Female,13,29,0.03567,13
2019,LL fishery,Female,13,33,0.04099,13
2002,LL survey,Female,13,7,0.02303,13
2003,LL survey,Female,13,14,0.03581,13
2004,LL survey,Female,13,19,0.04634,13
2005,LL survey,Female,13,17,0.0332,13
2006,LL survey,Female,13,25,0.059520000000000003,13
2007,LL survey,Female,13,15,0.03432,13
2008,LL survey,Female,13,30,0.08824,13
2009,LL survey,Female,13,13,0.03552,13
2010,LL survey,Female,13,30,0.09375,13
2011,LL survey,Female,13,22,0.06027,13
2012,LL survey,Female,13,27,0.06634,13
2013,LL survey,Female,13,16,0.0613,13
2014,LL survey,Female,13,8,0.02768,13
2015,LL survey,Female,13,13,0.04437,13
2016,LL survey,Female,13,14,0.04403,13
2017,LL survey,Female,13,10,0.02849,13
2018,LL survey,Female,13,12,0.03399,13
2019,LL survey,Female,13,5,0.01805,13
1997,LL survey,Female,13,10,0.03788,13
1998,LL survey,Female,13,8,0.0404,13
1999,LL survey,Female,13,4,0.02564,13
2000,LL survey,Female,13,6,0.02778,13
2001,LL survey,Female,13,4,0.02186,13
2002,LL fishery,Male,13,36,0.03502,13
2003,LL fishery,Male,13,16,0.02083,13
2004,LL fishery,Male,13,18,0.02335,13
2005,LL fishery,Male,13,15,0.02982,13
2006,LL fishery,Male,13,21,0.03471,13
2007,LL fishery,Male,13,22,0.04314,13
2008,LL fishery,Male,13,32,0.0619,13
2009,LL fishery,Male,13,28,0.05447,13
2010,LL fishery,Male,13,23,0.04197,13
2011,LL fishery,Male,13,33,0.06033,13
2012,LL fishery,Male,13,26,0.04333,13
2013,LL fishery,Male,13,27,0.04128,13
2014,LL fishery,Male,13,23,0.041,13
2015,LL fishery,Male,13,17,0.03761,13
2016,LL fishery,Male,13,12,0.0239,13
2017,LL fishery,Male,13,25,0.04237,13
2018,LL fishery,Male,13,15,0.02982,13
2019,LL fishery,Male,13,14,0.02846,13
2002,LL survey,Male,13,5,0.01381,13
2003,LL survey,Male,13,9,0.02256,13
2004,LL survey,Male,13,14,0.03815,13
2005,LL survey,Male,13,17,0.04607,13
2006,LL survey,Male,13,14,0.04389,13
2007,LL survey,Male,13,9,0.02655,13
2008,LL survey,Male,13,12,0.04396,13
2009,LL survey,Male,13,16,0.06324,13
2010,LL survey,Male,13,19,0.06667,13
2011,LL survey,Male,13,18,0.05788,13
2012,LL survey,Male,13,17,0.05329,13
2013,LL survey,Male,13,15,0.0519,13
2014,LL survey,Male,13,10,0.03623,13
2015,LL survey,Male,13,4,0.01961,13
2016,LL survey,Male,13,3,0.01261,13
2017,LL survey,Male,13,9,0.03462,13
2018,LL survey,Male,13,12,0.05263,13
2019,LL survey,Male,13,6,0.02885,13
1997,LL survey,Male,13,13,0.04762,13
1998,LL survey,Male,13,2,0.01266,13
1999,LL survey,Male,13,2,0.01087,13
2000,LL survey,Male,13,0,0,13
2001,LL survey,Male,13,6,0.02182,13
2002,LL fishery,Sex combined,13,100,0.04357,13
2003,LL fishery,Sex combined,13,38,0.02115,13
2004,LL fishery,Sex combined,13,42,0.01814,13
2005,LL fishery,Sex combined,13,46,0.02629,13
2006,LL fishery,Sex combined,13,65,0.03867,13
2007,LL fishery,Sex combined,13,54,0.0361,13
2008,LL fishery,Sex combined,13,90,0.05875,13
2009,LL fishery,Sex combined,13,120,0.07692,13
2010,LL fishery,Sex combined,13,114,0.07461,13
2011,LL fishery,Sex combined,13,114,0.07776,13
2012,LL fishery,Sex combined,13,99,0.06496,13
2013,LL fishery,Sex combined,13,60,0.0458,13
2014,LL fishery,Sex combined,13,65,0.04858,13
2015,LL fishery,Sex combined,13,55,0.04564,13
2016,LL fishery,Sex combined,13,54,0.03787,13
2017,LL fishery,Sex combined,13,57,0.04014,13
2018,LL fishery,Sex combined,13,44,0.03343,13
2019,LL fishery,Sex combined,13,47,0.03624,13
2002,LL survey,Sex combined,13,12,0.01802,13
2003,LL survey,Sex combined,13,23,0.02911,13
2004,LL survey,Sex combined,13,33,0.04247,13
2005,LL survey,Sex combined,13,34,0.03859,13
2006,LL survey,Sex combined,13,39,0.05277,13
2007,LL survey,Sex combined,13,24,0.03093,13
2008,LL survey,Sex combined,13,42,0.06852,13
2009,LL survey,Sex combined,13,29,0.04685,13
2010,LL survey,Sex combined,13,49,0.08099,13
2011,LL survey,Sex combined,13,40,0.05917,13
2012,LL survey,Sex combined,13,44,0.06061,13
2013,LL survey,Sex combined,13,31,0.05636,13
2014,LL survey,Sex combined,13,18,0.03186,13
2015,LL survey,Sex combined,13,17,0.03421,13
2016,LL survey,Sex combined,13,17,0.03058,13
2017,LL survey,Sex combined,13,19,0.0311,13
2018,LL survey,Sex combined,13,24,0.04131,13
2019,LL survey,Sex combined,13,11,0.02268,13
1997,LL survey,Sex combined,13,23,0.04283,13
1998,LL survey,Sex combined,13,10,0.02809,13
1999,LL survey,Sex combined,13,6,0.01765,13
2000,LL survey,Sex combined,13,6,0.01467,13
2001,LL survey,Sex combined,13,10,0.02183,13
2002,LL fishery,Female,14,30,0.02368,14
2003,LL fishery,Female,14,18,0.01749,14
2004,LL fishery,Female,14,28,0.01813,14
2005,LL fishery,Female,14,24,0.01925,14
2006,LL fishery,Female,14,29,0.026950000000000002,14
2007,LL fishery,Female,14,40,0.04057,14
2008,LL fishery,Female,14,28,0.02759,14
2009,LL fishery,Female,14,77,0.07361,14
2010,LL fishery,Female,14,56,0.05714,14
2011,LL fishery,Female,14,59,0.0642,14
2012,LL fishery,Female,14,70,0.07576,14
2013,LL fishery,Female,14,50,0.07622,14
2014,LL fishery,Female,14,44,0.05663,14
2015,LL fishery,Female,14,33,0.04382,14
2016,LL fishery,Female,14,35,0.03788,14
2017,LL fishery,Female,14,33,0.03976,14
2018,LL fishery,Female,14,31,0.03813,14
2019,LL fishery,Female,14,23,0.02857,14
2002,LL survey,Female,14,11,0.03618,14
2003,LL survey,Female,14,6,0.01535,14
2004,LL survey,Female,14,4,0.00976,14
2005,LL survey,Female,14,24,0.04688,14
2006,LL survey,Female,14,20,0.04762,14
2007,LL survey,Female,14,11,0.02517,14
2008,LL survey,Female,14,11,0.03235,14
2009,LL survey,Female,14,18,0.04918,14
2010,LL survey,Female,14,25,0.07812,14
2011,LL survey,Female,14,26,0.07123,14
2012,LL survey,Female,14,22,0.05405,14
2013,LL survey,Female,14,18,0.06897,14
2014,LL survey,Female,14,20,0.0692,14
2015,LL survey,Female,14,12,0.04096,14
2016,LL survey,Female,14,10,0.03145,14
2017,LL survey,Female,14,14,0.03989,14
2018,LL survey,Female,14,8,0.02266,14
2019,LL survey,Female,14,8,0.02888,14
1997,LL survey,Female,14,4,0.01515,14
1998,LL survey,Female,14,5,0.02525,14
1999,LL survey,Female,14,0,0,14
2000,LL survey,Female,14,2,0.00926,14
2001,LL survey,Female,14,4,0.02186,14
2002,LL fishery,Male,14,17,0.01654,14
2003,LL fishery,Male,14,14,0.01823,14
2004,LL fishery,Male,14,14,0.01816,14
2005,LL fishery,Male,14,9,0.01789,14
2006,LL fishery,Male,14,14,0.02314,14
2007,LL fishery,Male,14,15,0.02941,14
2008,LL fishery,Male,14,14,0.02708,14
2009,LL fishery,Male,14,30,0.05837,14
2010,LL fishery,Male,14,21,0.03832,14
2011,LL fishery,Male,14,20,0.03656,14
2012,LL fishery,Male,14,40,0.06667,14
2013,LL fishery,Male,14,26,0.03976,14
2014,LL fishery,Male,14,34,0.06061,14
2015,LL fishery,Male,14,13,0.02876,14
2016,LL fishery,Male,14,21,0.04183,14
2017,LL fishery,Male,14,16,0.02712,14
2018,LL fishery,Male,14,10,0.01988,14
2019,LL fishery,Male,14,10,0.02033,14
2002,LL survey,Male,14,6,0.01657,14
2003,LL survey,Male,14,7,0.01754,14
2004,LL survey,Male,14,6,0.01635,14
2005,LL survey,Male,14,11,0.02981,14
2006,LL survey,Male,14,15,0.04702,14
2007,LL survey,Male,14,9,0.02655,14
2008,LL survey,Male,14,10,0.03663,14
2009,LL survey,Male,14,8,0.03162,14
2010,LL survey,Male,14,12,0.04211,14
2011,LL survey,Male,14,11,0.03537,14
2012,LL survey,Male,14,16,0.05016,14
2013,LL survey,Male,14,8,0.02768,14
2014,LL survey,Male,14,10,0.03623,14
2015,LL survey,Male,14,14,0.06863,14
2016,LL survey,Male,14,8,0.03361,14
2017,LL survey,Male,14,10,0.03846,14
2018,LL survey,Male,14,5,0.02193,14
2019,LL survey,Male,14,3,0.01442,14
1997,LL survey,Male,14,9,0.03297,14
1998,LL survey,Male,14,1,0.00633,14
1999,LL survey,Male,14,5,0.02717,14
2000,LL survey,Male,14,4,0.02073,14
2001,LL survey,Male,14,8,0.02909,14
2002,LL fishery,Sex combined,14,47,0.02048,14
2003,LL fishery,Sex combined,14,32,0.01781,14
2004,LL fishery,Sex combined,14,42,0.01814,14
2005,LL fishery,Sex combined,14,33,0.01886,14
2006,LL fishery,Sex combined,14,43,0.02558,14
2007,LL fishery,Sex combined,14,55,0.03676,14
2008,LL fishery,Sex combined,14,42,0.02742,14
2009,LL fishery,Sex combined,14,107,0.06859,14
2010,LL fishery,Sex combined,14,77,0.05039,14
2011,LL fishery,Sex combined,14,79,0.05389,14
2012,LL fishery,Sex combined,14,110,0.07218,14
2013,LL fishery,Sex combined,14,76,0.05802,14
2014,LL fishery,Sex combined,14,78,0.0583,14
2015,LL fishery,Sex combined,14,46,0.03817,14
2016,LL fishery,Sex combined,14,56,0.03927,14
2017,LL fishery,Sex combined,14,49,0.03451,14
2018,LL fishery,Sex combined,14,41,0.03116,14
2019,LL fishery,Sex combined,14,33,0.02544,14
2002,LL survey,Sex combined,14,17,0.02553,14
2003,LL survey,Sex combined,14,13,0.01646,14
2004,LL survey,Sex combined,14,10,0.01287,14
2005,LL survey,Sex combined,14,35,0.03973,14
2006,LL survey,Sex combined,14,35,0.04736,14
2007,LL survey,Sex combined,14,20,0.02577,14
2008,LL survey,Sex combined,14,21,0.03426,14
2009,LL survey,Sex combined,14,26,0.042,14
2010,LL survey,Sex combined,14,37,0.06116,14
2011,LL survey,Sex combined,14,37,0.05473,14
2012,LL survey,Sex combined,14,38,0.05234,14
2013,LL survey,Sex combined,14,26,0.04727,14
2014,LL survey,Sex combined,14,30,0.0531,14
2015,LL survey,Sex combined,14,26,0.05231,14
2016,LL survey,Sex combined,14,18,0.03237,14
2017,LL survey,Sex combined,14,24,0.03928,14
2018,LL survey,Sex combined,14,13,0.02238,14
2019,LL survey,Sex combined,14,11,0.02268,14
1997,LL survey,Sex combined,14,13,0.02421,14
1998,LL survey,Sex combined,14,6,0.01685,14
1999,LL survey,Sex combined,14,5,0.01471,14
2000,LL survey,Sex combined,14,6,0.01467,14
2001,LL survey,Sex combined,14,12,0.0262,14
2002,LL fishery,Female,15,28,0.0221,15
2003,LL fishery,Female,15,6,0.00583,15
2004,LL fishery,Female,15,12,0.00777,15
2005,LL fishery,Female,15,21,0.01684,15
2006,LL fishery,Female,15,19,0.01766,15
2007,LL fishery,Female,15,21,0.0213,15
2008,LL fishery,Female,15,24,0.02365,15
2009,LL fishery,Female,15,77,0.07361,15
2010,LL fishery,Female,15,57,0.05816,15
2011,LL fishery,Female,15,76,0.0827,15
2012,LL fishery,Female,15,60,0.06494,15
2013,LL fishery,Female,15,52,0.07927,15
2014,LL fishery,Female,15,48,0.06178,15
2015,LL fishery,Female,15,46,0.06109,15
2016,LL fishery,Female,15,47,0.05087,15
2017,LL fishery,Female,15,30,0.03614,15
2018,LL fishery,Female,15,30,0.0369,15
2019,LL fishery,Female,15,31,0.03851,15
2002,LL survey,Female,15,2,0.00658,15
2003,LL survey,Female,15,6,0.01535,15
2004,LL survey,Female,15,6,0.01463,15
2005,LL survey,Female,15,11,0.02148,15
2006,LL survey,Female,15,18,0.04286,15
2007,LL survey,Female,15,11,0.02517,15
2008,LL survey,Female,15,21,0.06176,15
2009,LL survey,Female,15,14,0.03825,15
2010,LL survey,Female,15,22,0.06875,15
2011,LL survey,Female,15,23,0.06301,15
2012,LL survey,Female,15,23,0.05651,15
2013,LL survey,Female,15,9,0.03448,15
2014,LL survey,Female,15,21,0.07266,15
2015,LL survey,Female,15,11,0.03754,15
2016,LL survey,Female,15,9,0.0283,15
2017,LL survey,Female,15,6,0.01709,15
2018,LL survey,Female,15,10,0.02833,15
2019,LL survey,Female,15,4,0.01444,15
1997,LL survey,Female,15,5,0.01894,15
1998,LL survey,Female,15,7,0.03535,15
1999,LL survey,Female,15,0,0,15
2000,LL survey,Female,15,3,0.01389,15
2001,LL survey,Female,15,4,0.02186,15
2002,LL fishery,Male,15,10,0.00973,15
2003,LL fishery,Male,15,11,0.01432,15
2004,LL fishery,Male,15,9,0.01167,15
2005,LL fishery,Male,15,9,0.01789,15
2006,LL fishery,Male,15,16,0.02645,15
2007,LL fishery,Male,15,14,0.02745,15
2008,LL fishery,Male,15,17,0.03288,15
2009,LL fishery,Male,15,22,0.0428,15
2010,LL fishery,Male,15,28,0.051090000000000003,15
2011,LL fishery,Male,15,34,0.06216,15
2012,LL fishery,Male,15,35,0.05833,15
2013,LL fishery,Male,15,20,0.03058,15
2014,LL fishery,Male,15,21,0.03743,15
2015,LL fishery,Male,15,29,0.06416,15
2016,LL fishery,Male,15,19,0.03785,15
2017,LL fishery,Male,15,21,0.03559,15
2018,LL fishery,Male,15,10,0.01988,15
2019,LL fishery,Male,15,19,0.03862,15
2002,LL survey,Male,15,3,0.00829,15
2003,LL survey,Male,15,3,0.00752,15
2004,LL survey,Male,15,7,0.01907,15
2005,LL survey,Male,15,7,0.01897,15
2006,LL survey,Male,15,11,0.03448,15
2007,LL survey,Male,15,4,0.0118,15
2008,LL survey,Male,15,10,0.03663,15
2009,LL survey,Male,15,10,0.03953,15
2010,LL survey,Male,15,18,0.06316,15
2011,LL survey,Male,15,10,0.03215,15
2012,LL survey,Male,15,10,0.03135,15
2013,LL survey,Male,15,14,0.04844,15
2014,LL survey,Male,15,10,0.03623,15
2015,LL survey,Male,15,10,0.04902,15
2016,LL survey,Male,15,7,0.02941,15
2017,LL survey,Male,15,6,0.02308,15
2018,LL survey,Male,15,7,0.0307,15
2019,LL survey,Male,15,5,0.02404,15
1997,LL survey,Male,15,7,0.02564,15
1998,LL survey,Male,15,5,0.03165,15
1999,LL survey,Male,15,4,0.02174,15
2000,LL survey,Male,15,1,0.00518,15
2001,LL survey,Male,15,11,0.04,15
2002,LL fishery,Sex combined,15,38,0.01656,15
2003,LL fishery,Sex combined,15,17,0.00946,15
2004,LL fishery,Sex combined,15,21,0.00907,15
2005,LL fishery,Sex combined,15,30,0.01714,15
2006,LL fishery,Sex combined,15,35,0.02082,15
2007,LL fishery,Sex combined,15,35,0.0234,15
2008,LL fishery,Sex combined,15,41,0.02676,15
2009,LL fishery,Sex combined,15,99,0.06346,15
2010,LL fishery,Sex combined,15,85,0.05563,15
2011,LL fishery,Sex combined,15,110,0.07503,15
2012,LL fishery,Sex combined,15,95,0.06234,15
2013,LL fishery,Sex combined,15,72,0.05496,15
2014,LL fishery,Sex combined,15,69,0.05157,15
2015,LL fishery,Sex combined,15,75,0.06224,15
2016,LL fishery,Sex combined,15,66,0.04628,15
2017,LL fishery,Sex combined,15,51,0.03592,15
2018,LL fishery,Sex combined,15,40,0.0304,15
2019,LL fishery,Sex combined,15,50,0.03855,15
2002,LL survey,Sex combined,15,5,0.00751,15
2003,LL survey,Sex combined,15,9,0.01139,15
2004,LL survey,Sex combined,15,13,0.01673,15
2005,LL survey,Sex combined,15,18,0.02043,15
2006,LL survey,Sex combined,15,29,0.03924,15
2007,LL survey,Sex combined,15,15,0.01933,15
2008,LL survey,Sex combined,15,31,0.05057,15
2009,LL survey,Sex combined,15,24,0.03877,15
2010,LL survey,Sex combined,15,40,0.06612,15
2011,LL survey,Sex combined,15,33,0.04882,15
2012,LL survey,Sex combined,15,33,0.04545,15
2013,LL survey,Sex combined,15,23,0.04182,15
2014,LL survey,Sex combined,15,31,0.05487,15
2015,LL survey,Sex combined,15,21,0.04225,15
2016,LL survey,Sex combined,15,16,0.02878,15
2017,LL survey,Sex combined,15,12,0.01964,15
2018,LL survey,Sex combined,15,17,0.02926,15
2019,LL survey,Sex combined,15,9,0.01856,15
1997,LL survey,Sex combined,15,12,0.02235,15
1998,LL survey,Sex combined,15,12,0.03371,15
1999,LL survey,Sex combined,15,4,0.01176,15
2000,LL survey,Sex combined,15,4,0.00978,15
2001,LL survey,Sex combined,15,15,0.03275,15
2002,LL fishery,Female,16,17,0.01342,16
2003,LL fishery,Female,16,15,0.01458,16
2004,LL fishery,Female,16,20,0.01295,16
2005,LL fishery,Female,16,18,0.01443,16
2006,LL fishery,Female,16,16,0.01487,16
2007,LL fishery,Female,16,13,0.01318,16
2008,LL fishery,Female,16,21,0.02069,16
2009,LL fishery,Female,16,49,0.04685,16
2010,LL fishery,Female,16,42,0.04286,16
2011,LL fishery,Female,16,61,0.06638,16
2012,LL fishery,Female,16,51,0.05519,16
2013,LL fishery,Female,16,37,0.0564,16
2014,LL fishery,Female,16,55,0.07079,16
2015,LL fishery,Female,16,38,0.05046,16
2016,LL fishery,Female,16,35,0.03788,16
2017,LL fishery,Female,16,29,0.03494,16
2018,LL fishery,Female,16,19,0.02337,16
2019,LL fishery,Female,16,29,0.03602,16
2002,LL survey,Female,16,4,0.01316,16
2003,LL survey,Female,16,5,0.01279,16
2004,LL survey,Female,16,5,0.0122,16
2005,LL survey,Female,16,4,0.00781,16
2006,LL survey,Female,16,11,0.02619,16
2007,LL survey,Female,16,4,0.00915,16
2008,LL survey,Female,16,8,0.02353,16
2009,LL survey,Female,16,11,0.03005,16
2010,LL survey,Female,16,22,0.06875,16
2011,LL survey,Female,16,19,0.05205,16
2012,LL survey,Female,16,12,0.02948,16
2013,LL survey,Female,16,15,0.05747,16
2014,LL survey,Female,16,15,0.0519,16
2015,LL survey,Female,16,9,0.03072,16
2016,LL survey,Female,16,8,0.02516,16
2017,LL survey,Female,16,4,0.0114,16
2018,LL survey,Female,16,12,0.03399,16
2019,LL survey,Female,16,0,0,16
1997,LL survey,Female,16,6,0.02273,16
1998,LL survey,Female,16,2,0.0101,16
1999,LL survey,Female,16,3,0.01923,16
2000,LL survey,Female,16,4,0.01852,16
2001,LL survey,Female,16,4,0.02186,16
2002,LL fishery,Male,16,15,0.01459,16
2003,LL fishery,Male,16,16,0.02083,16
2004,LL fishery,Male,16,9,0.01167,16
2005,LL fishery,Male,16,6,0.01193,16
2006,LL fishery,Male,16,11,0.01818,16
2007,LL fishery,Male,16,6,0.01176,16
2008,LL fishery,Male,16,9,0.01741,16
2009,LL fishery,Male,16,25,0.04864,16
2010,LL fishery,Male,16,18,0.03285,16
2011,LL fishery,Male,16,36,0.06581,16
2012,LL fishery,Male,16,23,0.03833,16
2013,LL fishery,Male,16,33,0.05046,16
2014,LL fishery,Male,16,23,0.041,16
2015,LL fishery,Male,16,14,0.03097,16
2016,LL fishery,Male,16,21,0.04183,16
2017,LL fishery,Male,16,21,0.03559,16
2018,LL fishery,Male,16,19,0.03777,16
2019,LL fishery,Male,16,25,0.05081,16
2002,LL survey,Male,16,6,0.01657,16
2003,LL survey,Male,16,11,0.02757,16
2004,LL survey,Male,16,3,0.00817,16
2005,LL survey,Male,16,5,0.01355,16
2006,LL survey,Male,16,12,0.03762,16
2007,LL survey,Male,16,7,0.02065,16
2008,LL survey,Male,16,7,0.02564,16
2009,LL survey,Male,16,9,0.03557,16
2010,LL survey,Male,16,18,0.06316,16
2011,LL survey,Male,16,9,0.02894,16
2012,LL survey,Male,16,11,0.03448,16
2013,LL survey,Male,16,16,0.05536,16
2014,LL survey,Male,16,15,0.05435,16
2015,LL survey,Male,16,6,0.02941,16
2016,LL survey,Male,16,6,0.02521,16
2017,LL survey,Male,16,12,0.04615,16
2018,LL survey,Male,16,6,0.02632,16
2019,LL survey,Male,16,2,0.00962,16
1997,LL survey,Male,16,8,0.0293,16
1998,LL survey,Male,16,4,0.02532,16
1999,LL survey,Male,16,6,0.03261,16
2000,LL survey,Male,16,3,0.01554,16
2001,LL survey,Male,16,16,0.05818,16
2002,LL fishery,Sex combined,16,32,0.01394,16
2003,LL fishery,Sex combined,16,31,0.01725,16
2004,LL fishery,Sex combined,16,29,0.01253,16
2005,LL fishery,Sex combined,16,24,0.01371,16
2006,LL fishery,Sex combined,16,27,0.01606,16
2007,LL fishery,Sex combined,16,19,0.0127,16
2008,LL fishery,Sex combined,16,30,0.01958,16
2009,LL fishery,Sex combined,16,74,0.04744,16
2010,LL fishery,Sex combined,16,60,0.03927,16
2011,LL fishery,Sex combined,16,97,0.06617,16
2012,LL fishery,Sex combined,16,74,0.04856,16
2013,LL fishery,Sex combined,16,70,0.05344,16
2014,LL fishery,Sex combined,16,78,0.0583,16
